	index	Air Date	Category	Value	Question	Answer
4430	18658	2010-09-17	"THE ""EYE""s HAVE IT"	$1600	This facial wear made Israel's Moshe Dayan instantly recognizable worldwide	an eye patch
4431	18659	2010-09-17	METALS	$2000	This plating metal is what makes stainless steel corrosion resistant & stainless	chromium
4432	18660	2010-09-17	SCIENCE FICTION FILMS	$2000	"Lock Martin, a 7'7"" doorman at Grauman's Chinese Theater, was cast as the robot Gort in this 1951 sci-fi film"	The Day The Earth Stood Still
4433	18661	2010-09-17	19th CENTURY QUOTATIONS	$2000	"(<a href=""http://www.j-archive.com/media/2010-09-17_DJ_15.jpg"" target=""_blank"">Alex Trebek delivers the clue from Jordan.</a>) The color of the sandstone in this ancient city in Jordan explains why, in the 19th century, John William Burgon called it ""a rose-red city half as old as time"""	Petra
4434	18662	2010-09-17	YANKEE MAGAZINE	$2000	"A 1965 article tells us ""He sowed--others reaped"" is the epitaph of Ephraim Bull, who first bred this New England grape"	the Concord grape
4435	18663	2010-09-17	THE VOTES ARE IN	$2000	In 1950 58% of this country voted in favor of the return from exile of King Leopold III	Belgium
4436	18664	2010-09-17	"THE ""EYE""s HAVE IT"	$2000	The last name of author Stephenie or the first name of gangster Lansky	Meyer
4437	18665	2010-09-16	THE 23rd PSALM	$200	They're the first 5 words of the psalm	The Lord is my shepherd
4438	18666	2010-09-16	GOOD SPORTSMANSHIP	$200	J.P. Hayes cost himself a 2009 spot on this tour by confessing to using an unapproved ball	the PGA tour
4439	18667	2010-09-16	SILENCE	$200	"In a silent one of these, the bids are written--none of that ""do I hear..."" business"	an auction
4440	18668	2010-09-16	"""V"""	$200	Sabin and Salk product	vaccines
4441	18669	2010-09-16	PUSH BY SAFIRE	$200	"William Safire won this prize in 1978 ""For Commentary on the Bert Lance Affair"" (""Affair"" being Lance's banking practices)"	the Pulitzer
4442	18670	2010-09-16	MAKE IT RIGHT	$200	"(<a href=""http://www.j-archive.com/media/2010-09-16_J_21.jpg"" target=""_blank"">Jimmy of the Clue Crew reports from New Orleans, LA.</a>)  This actor who founded Make It Right not only pledged $5 million, but moved his large family to New Orleans & threw himself into sustainable rebuilding"	Brad Pitt
4443	18671	2010-09-16	THE 23rd PSALM	$400	"""He maketh me to lie down in green pastures; he leadeth me beside"" these"	still waters
4444	18672	2010-09-16	GOOD SPORTSMANSHIP	$400	In 2008 Central Wash. players of this sport carried injured Sara Tucholsky of Western Oregon around the bases	softball
4445	18673	2010-09-16	SILENCE	$400	"The journal of this quiet type of institution gives an award for the one ""of the Year""; in 2010 it was in Columbus"	a library
4446	18674	2010-09-16	"""V"""	$400	A tramp or wanderer	a vagabond
4447	18675	2010-09-16	PUSH BY SAFIRE	$400	"Safire wrote, ""A president's ability to deflect charges of sleaze...aimed at his administration"" was a this-coated presidency"	teflon
4448	18676	2010-09-16	MAKE IT RIGHT	$400	"(<a href=""http://www.j-archive.com/media/2010-09-16_J_26.jpg"" target=""_blank"">Sarah of the Clue Crew reports from New Orleans, LA.</a>) The ""E"" in insulated ""Low-E windows"" stands for this; the windows allow light through but prevent solar heat gain & block UV rays"	emission
4449	18677	2010-09-16	THE 23rd PSALM	$600	"These 2 items, ""they comfort me"""	rod & staff
4450	18678	2010-09-16	GOOD SPORTSMANSHIP	$600	Mike Bossy & Alexander Mogilny have won the Lady Byng Trophy for gentlemanly conduct in this sport	hockey
4451	18679	2010-09-16	SILENCE	$1,500	The type used for a trumpet or sax is more familiar, but string instruments can be muffled with this device	a mute
4452	18680	2010-09-16	"""V"""	$600	A silk textile with a short, smooth surface, or the covering on deer's developing antlers	velvet
4453	18681	2010-09-16	PUSH BY SAFIRE	$600	"In 2006 George W. Bush awarded Safire this ""presidential"" item, the highest honor given to civilians"	the Medal of Freedom
4454	18682	2010-09-16	MAKE IT RIGHT	$600	"(<a href=""http://www.j-archive.com/media/2010-09-16_J_28.jpg"" target=""_blank"">Jimmy of the Clue Crew reports from New Orleans, LA.</a>)  A wood product called <a href=""http://www.j-archive.com/media/2010-09-16_J_28a.jpg"" target=""_blank"">TimberSIL</a> gives Make It Right homes durability; it endures, resists warping, & is a Class A fire retardant, due to being infused with this common transparent material"	glass
4455	18683	2010-09-16	THE 23rd PSALM	$800	"""Thou preparest a table before me in the presence of"" these"	mine enemies
4456	18684	2010-09-16	GOOD SPORTSMANSHIP	$800	The chronicles of this hard-serving American include, in 2005, calling an opponent's shot in, costing himself the match	Andy Roddick
4457	18685	2010-09-16	SILENCE	$800	"No cell phone use is permitted on ""quiet cars"", begun in 2000 on this service's Philly-Washington run"	Amtrak
4458	18686	2010-09-16	"""V"""	$800	9-letter word meaning to waver between courses of action	vacillate
4459	18687	2010-09-16	PUSH BY SAFIRE	$800	"Safire defined ""the proof of guilt that precipitates resignations"" as this 2-word term describing a discharged firearm"	a smoking gun
4460	18688	2010-09-16	MAKE IT RIGHT	$800	"(<a href=""http://www.j-archive.com/media/2010-09-16_J_30.jpg"" target=""_blank"">Sarah of the Clue Crew reports from New Orleans, LA.</a>)  In a flood, a float house can rise on <a href=""http://www.j-archive.com/media/2010-09-16_J_30a.jpg"" target=""_blank"">guideposts</a> & is actually so light that it's weighted against winds; architect Thom Mayne compares it to this 4-letter beach structure, moving with the tide"	a pier
4461	18689	2010-09-16	THE 23rd PSALM	$1000	"""Surely"" these 2 quantities ""shall follow me all the days of my life"""	goodness & mercy
4462	18690	2010-09-16	GOOD SPORTSMANSHIP	$1000	"This backcourt partner of Isiah Thomas on the ""bad boys"" of Detroit won the NBA's 1st Sportsmanship Award"	Joe Dumars
4463	18691	2010-09-16	SILENCE	$1000	The name of this branch of monks known for keeping silent comes from a 17th century Cistercian Abbey	the Trappists
4464	18692	2010-09-16	"""V"""	$1000	2-word legal term for preliminary examination of jurors	voir dire
4465	18693	2010-09-16	PUSH BY SAFIRE	$1000	At the American National Exhibition in Moscow in 1959, Safire corralled these 2 politicos into a mock kitchen & the 2 debated	Nixon & Khrushchev
4466	18694	2010-09-16	MAKE IT RIGHT	$1000	"(<a href=""http://www.j-archive.com/media/2010-09-16_J_29.jpg"" target=""_blank"">Jimmy of the Clue Crew reports from New Orleans, LA.</a>)  The architects who designed Make It Right homes all used the tradition of <a href=""http://www.j-archive.com/media/2010-09-16_J_29a.jpg"" target=""_blank"">this</a> type of home, suited to the narrow New Orleans lots with high ceilings to let heat rise"	a shotgun shack
4467	18695	2010-09-16	WORLD LEADERS	$400	Elected in 2008, president Dimitris Christofias of this divided island nation is the EU's only communist head of state	Cyprus
4468	18696	2010-09-16	THE TREES WERE ANGRY THAT DAY, MY FRIENDS	$400	An apple tree angrily slaps the hand of a Kansas girl trying to pick from it in this film	The Wizard of Oz
4469	18697	2010-09-16	BESTSELLERS	$400	"Numerical title of Jeffrey Toobin's look ""Inside the Secret World of the Supreme Court"""	The Nine
4470	18698	2010-09-16	DOW JONES INDUSTRIAL AVERAGE COMPANIES	$400	"There's American Express & this ""of America"""	Bank
4471	18699	2010-09-16	PHOTOGRAPHERS	$400	In April 1875 the Library of Congress gained possession of his Civil War photographic plates for $25,000	Mathew Brady
4472	18700	2010-09-16	"SAY ""CHI""s"	$400	Giving up your seat to the lady proves that this medieval system is not dead	chivalry
4473	18701	2010-09-16	WORLD LEADERS	$800	Lee Myung-Bak is its head of state; he makes the news a bit less often than his counterpart to the north	South Korea
4474	18702	2010-09-16	THE TREES WERE ANGRY THAT DAY, MY FRIENDS	$800	In the third film of this title guy's animated series, Fiona's planned attack on 2 tree/ guards doesn't make them happy	Shrek
4475	18703	2010-09-16	BESTSELLERS	$800	"Don Piper describes his brush with death in ""90 Minutes in"" this place"	Heaven
4476	18704	2010-09-16	DOW JONES INDUSTRIAL AVERAGE COMPANIES	$800	It has a Supercenter on South 9th St. in Salina, Kansas	Walmart
4477	18705	2010-09-16	PHOTOGRAPHERS	$800	Black photographer James Van Der Zee chronicled life in this NYC section for more than a half century	Harlem
4478	18706	2010-09-16	"SAY ""CHI""s"	$800	Part of a house that has its own professional sweep	a chimney
4479	18707	2010-09-16	WORLD LEADERS	$1200	Serzh Sargsian is its president, Tigran Sargsian is its prime minister	Armenia
4480	18708	2010-09-16	THE TREES WERE ANGRY THAT DAY, MY FRIENDS	$1200	"Treebeard rallies the Ents & goes after Saruman's forces in this second film in the ""Lord of the Rings"" trilogy"	The Two Towers
4481	18709	2010-09-16	BESTSELLERS	$1200	"A vampire series by Kerrelyn Sparks is punningly titled ""Love at"" this"	Stake
4482	18710	2010-09-16	DOW JONES INDUSTRIAL AVERAGE COMPANIES	$1200	Roy E., the son of its co-founder, died in December 2009	Disney
4483	18711	2010-09-16	PHOTOGRAPHERS	$7,000	"He once said that his life was ""colored and modulated by the great earth gesture of the sierra"""	(Ansel) Adams
4484	18712	2010-09-16	"SAY ""CHI""s"	$1200	In the Army today no one outranks General George W. Casey Jr., because he's this	Chief of Staff
4485	18713	2010-09-16	WORLD LEADERS	$1600	Former Sofia mayor Boyko Borissov is now its prime minister	Bulgaria
4486	18714	2010-09-16	THE TREES WERE ANGRY THAT DAY, MY FRIENDS	$1600	"A tree snatches Robbie in this 1982 thriller known for the catchphrase ""They're heee-reee!"""	Poltergeist
4487	18715	2010-09-16	DOW JONES INDUSTRIAL AVERAGE COMPANIES	$1600	Pfounded in 18P49	Pfizer
4488	18716	2010-09-16	PHOTOGRAPHERS	$1600	Her 1981 Rolling Stone cover shot of a nude John Lennon was taken hours before his murder	Annie Leibovitz
4489	18717	2010-09-16	"SAY ""CHI""s"	$1600	"You can ""pet"" this Southwestern plant, Salvia Columbariae"	a chia
4490	18718	2010-09-16	WORLD LEADERS	$2000	It's prime minister Mr. Tuila'Epa, won a silver medal in archery at the 2007 South Pacific Games	Samoa
4491	18719	2010-09-16	THE TREES WERE ANGRY THAT DAY, MY FRIENDS	$2000	"In M. Night Shyamalan's ""The Happening"", the trees are mad at us, & Elliot Moore, played by him, must deal with it"	(Mark) Wahlberg
4492	18720	2010-09-16	DOW JONES INDUSTRIAL AVERAGE COMPANIES	$7,000	Its original purpose was to insure people on journeys	Travelers
4493	18721	2010-09-16	PHOTOGRAPHERS	$2000	"Mattias Klum's photo essays for this magazine include 2008's ""Borneo's Moment of Truth"""	National Geographic
4494	18722	2010-09-16	"SAY ""CHI""s"	$2000	Deception or trickery	chicanery
4495	18723	2010-09-15	ATOLLS	$200	Perhaps the only world capital we've never before asked about is Funafuti, an atoll in this ocean: it's Tuvalu's capital	the Pacific Ocean
4496	18724	2010-09-15	CABLE GUYS	$200	"Kevin Dillon as Johnny ""Drama"", Vincent Chase's older brother"	Entourage
4497	18725	2010-09-15	ANNUALLY OBSERVED	$200	April 29 is Emperor's Day in this Asian country	Japan
4498	18726	2010-09-15	CHESS PIECES	$200	The chess piece that there are the most of	the pawns
4499	18727	2010-09-15	1970	$200	In May a rally at this Ohio university turned tragic when 4 students were slain by National Guardsmen	Kent State
4500	18728	2010-09-15	BACKWORDS	$200	If that Chihuahua yaps any more, I swear I'm going to do this to it	spay
4501	18729	2010-09-15	ATOLLS	$400	In its local version the name of this festive island is spelled K-i-r-i-t-i-m-a-t-i	Christmas Island
4502	18730	2010-09-15	CABLE GUYS	$400	Jonathan Rhys Meyers as King Henry VIII	The Tudors
4503	18731	2010-09-15	ANNUALLY OBSERVED	$400	In England the anniversary of this queen's birthday is observed on a Saturday following May 24	Victoria
4504	18732	2010-09-15	CHESS PIECES	$400	The 2 chess pieces of which each side has only one	the king & queen
4505	18733	2010-09-15	1970	$400	"Garry Trudeau's ""Bull Tales"" was renamed this & began appearing in some 2 dozen newspapers"	Doonesbury
4506	18734	2010-09-15	BACKWORDS	$400	God didn't like the joke about the dyslexic agnostic, you know, where the guy wonders if there really is a this	a dog
4507	18735	2010-09-15	ATOLLS	$1,800	From April to August 1958 the U.S. conducted 22 of these on Enewetak Atoll to get them in before a ban took effect	nuclear tests
4508	18736	2010-09-15	CABLE GUYS	$600	Mark Feuerstein as Hank Lawson, a doctor who makes mansion calls in the Hamptons	Royal Pains
4509	18737	2010-09-15	ANNUALLY OBSERVED	$600	"A Hallmark card for these professionals' day, near Mother's Day, refers to their ""patient, giving ways"""	nurses
4510	18738	2010-09-15	CHESS PIECES	$600	The piece that shares its name with a job in the Catholic church	the bishop
4511	18739	2010-09-15	1970	$600	Legislation signed on April 1 (no joke) banned ads for these on TV	cigarettes
4512	18740	2010-09-15	BACKWORDS	$600	I believe these were the cause of the missing produce on the White Star Line's flagship	rats
4513	18741	2010-09-15	ATOLLS	$800	"(<a href=""http://www.j-archive.com/media/2010-09-15_J_08.wmv"">Kelly of the Clue Crew shows a map on the screen</a>.)  In the 1930s, transoceanic air routes starting from Midway Island used tiny Wake Atoll as a perfect fuel base to complete the 2,800-mile trip to this U.S. island territory"	Guam
4514	18742	2010-09-15	CABLE GUYS	$800	Bryan Cranston as chemistry teacher-turned-drug kingpin Walter White	Breaking Bad
4515	18743	2010-09-15	ANNUALLY OBSERVED	$800	Celebrated in Asia in the fall, Diwali is an annual festival of lights of this religion	Hinduism
4516	18744	2010-09-15	CHESS PIECES	$800	The one that shares its name with a crow relative	a rook
4517	18745	2010-09-15	1970	$800	"American subcompacts hit the road for the first time, including <a href=""http://www.j-archive.com/media/2010-09-15_J_21.jpg"" target=""_blank"">this</a> Ford model"	a Pinto
4518	18746	2010-09-15	BACKWORDS	$800	I felt it was excessive when the waiter was rotated on one of these after complaining about his tips	a spit
4519	18747	2010-09-15	ATOLLS	$1000	Bring me the head of this atoll largest in the Chagos Archipelago, where the U.S. has a naval facility	Diego Garcia
4520	18748	2010-09-15	CABLE GUYS	$1000	Alexander Skarsgard as Eric Northman, an old & powerful Nordic vampire	True Blood
4521	18749	2010-09-15	ANNUALLY OBSERVED	$1000	This August 15 feast day commemorates the Virgin Mary's ascension to Heaven	the Assumption
4522	18750	2010-09-15	CHESS PIECES	$1000	The only piece in the back row that can start a game	a knight
4523	18751	2010-09-15	1970	$1000	In November a memorial service was held at Notre Dame for this former French president who died at 79	(Charles) de Gaulle
4524	18752	2010-09-15	BACKWORDS	$1000	"""The Rime of the Ancient Mariner"" was the favorite poem of the Middle East leader with this title"	Emir
4525	18753	2010-09-15	ART SCHOOL	$400	The School of Fontainebleau is named for one of these built by Francis I in the 1530s	a palace
4526	18754	2010-09-15	SINGERS ON SCREEN	$400	"This pop diva was downright dowdy in her role as a welfare caseworker in ""Precious"""	Mariah Carey
4527	18755	2010-09-15	AMPHIBIANS	$400	A South American toad displays its orange feet to predators to let them know it's this	poisonous
4528	18756	2010-09-15	IT'S NOT EASY BEING TWEEN	$400	Tweens can spend hours on this 140-character max website created by a 10-person startup called Obvious	Twitter
4529	18757	2010-09-15	LOVABLE QUOTES	$400	"Around 1387, this poet wisely noted, ""in love, ther is but litel reste"""	Chaucer
4530	18758	2010-09-15	"""L"" 8-LETTER WORDS"	$400	It's said there are 3 things that matter in real estate: this. this, this	location
4531	18759	2010-09-15	ART SCHOOL	$800	"""<a href=""http://www.j-archive.com/media/2010-09-15_DJ_22.jpg"" target=""_blank"">First Steps</a>"" is by Jozef Israels of this country's traditionalist Hague School"	the Netherlands
4532	18760	2010-09-15	SINGERS ON SCREEN	$800	"He was clean-shaven & minus the cowboy hat as Sandra Bullock's husband in ""The Blind Side"""	(Tim) McGraw
4533	18761	2010-09-15	AMPHIBIANS	$800	In salamanders named for a lack of these internal organs, a tiny pulmonary artery runs in the body wall	lungs
4534	18762	2010-09-15	IT'S NOT EASY BEING TWEEN	$800	"From the Latin for ""adulthood"", this process generally starts for girls between 10 & 12 & boys, 12 to 14"	puberty
4535	18763	2010-09-15	LOVABLE QUOTES	$800	"""Love is strong as death: jealousy is cruel as the grave"" is from this biblical ""song"" book"	the Song of Solomon
4536	18764	2010-09-15	"""L"" 8-LETTER WORDS"	$800	There once was a clue in our place/ about this type of poem, not mace/ short & quick/ a niffy old trick/ but then we ran out of	a limerick
4537	18765	2010-09-15	ART SCHOOL	$10,000	The Stroganov School in Russia specialized in these exquisite artworks for private devotions	icons
4538	18766	2010-09-15	SINGERS ON SCREEN	$1200	"As Saraghina in ""Nine"", this pop star belts out ""Be Italian"""	Fergie
4539	18767	2010-09-15	AMPHIBIANS	$1200	A South African frog favors the arum type rather than the water type of this plant	a lily
4540	18768	2010-09-15	IT'S NOT EASY BEING TWEEN	$1200	"Tweens watching this young man's video ""Baby"" on YouTube helped it to a record 260 million views as of summer 2010"	Justin Bieber
4541	18769	2010-09-15	LOVABLE QUOTES	$1200	"In ""A Woman of No Importance"", he wrote, ""One should always be in love, that is why one should never marry"""	Oscar Wilde
4542	18770	2010-09-15	"""L"" 8-LETTER WORDS"	$1200	One honored for achieving distinction in a certain field; poet is one type	laureate
4543	18771	2010-09-15	ART SCHOOL	$1600	While part of the Avignon School, Simone Martini met this poet & painted a portrait of his beloved Laura	Petrarch
4544	18772	2010-09-15	SINGERS ON SCREEN	$1600	"Check out <a href=""http://www.j-archive.com/media/2010-09-15_DJ_20.wmv"">this</a> singer back in 1985 in his role as Dr. Frankenstein in ""The Bride"""	Sting
4545	18773	2010-09-15	AMPHIBIANS	$1600	Many caecilians have these in their skin, like snakes, which they resemble, but unlike most other amphibians	scales
4546	18774	2010-09-15	IT'S NOT EASY BEING TWEEN	$1600	Alliterative 2-word term for the actions of a tween's social group to make him or her conform	peer pressure
4547	18775	2010-09-15	LOVABLE QUOTES	$2,000	"A little late, this Shakespearean character describes himself as ""one that loved not wisely, but too well"""	Othello
4548	18776	2010-09-15	"""L"" 8-LETTER WORDS"	$1600	The this & Lymphoma Society is a charity fighting blood cancers	Leukemia
4549	18777	2010-09-15	ART SCHOOL	$2000	The school named for this big city began in the1940s & mutated into abstract expressionism, Pop Art, etc.	New York City
4550	18778	2010-09-15	SINGERS ON SCREEN	$2000	"As June Boatwright in ""The Secret Life of Bees"", she didn't play the piano but rather the cello, which she learned for the role"	Alicia Keys
4551	18779	2010-09-15	AMPHIBIANS	$2000	4-letter word for a salamander that leans toward the land side of amphibianness	a newt
4552	18780	2010-09-15	IT'S NOT EASY BEING TWEEN	$2000	"Hmm, your tween is reading works in this movement, like Camus' ""Caligula""? That's both impressive & disturbing"	existentialism
4553	18781	2010-09-15	LOVABLE QUOTES	$2000	"Thomas Fuller observed that ""love and pride stock"" this British mental hospital"	Bedlam (or Bethlehem Royal)
4554	18782	2010-09-15	"""L"" 8-LETTER WORDS"	$2000	To contest in court or to carry on a lawsuit	litigate
4555	18783	2010-09-14	CALDECOTT MEDAL & HONOR BOOKS	$200	Paul O. Zelinsky won the 1998 Medal for illustrating the tale of this girl who really knew how to let her hair down	Rapunzel
4556	18784	2010-09-14	ROCK 'N OLD	$200	Drumroll please!  In July 2010 this Beatle turned 70	Ringo Starr
4557	18785	2010-09-14	EQUALS ONE	$200	2.54 centimeters	one inch
4558	18786	2010-09-14	SORT THROUGH THE WORD PROBLEM	$200	If Train A leaves Oamaru at 9 a.m. at 70 MPH & Train B leaves Timaru at 1 p.m. going 80, this will still be New Zealand's capital	Wellington
4559	18787	2010-09-14	"THE ""A"" LIST"	$200	It's the absence of any form of political authority	anarchy
4560	18788	2010-09-14	KATIE COURIC, WITNESS TO HISTORY	$200	"(<a href=""http://www.j-archive.com/media/2010-09-14_J_27.jpg"" target=""_blank"">Katie Couric delivers the clue.</a>) In 2006, on my first broadcast as anchor of the CBS Evening News, I reported that this group that formerly ruled Afghanistan was ""back with a vengeance"""	the Taliban
4561	18789	2010-09-14	CALDECOTT MEDAL & HONOR BOOKS	$400	The 1964 Caldecott Medal went to this classic by Maurice Sendak	Where the Wild Things Are
4562	18790	2010-09-14	ROCK 'N OLD	$400	"This rock pioneer who sang ""Sweet Little Sixteen"" in 1958 turned a sweet little 83 in 2009"	Chuck Berry
4563	18791	2010-09-14	EQUALS ONE	$400	4 cups	a quart
4564	18792	2010-09-14	SORT THROUGH THE WORD PROBLEM	$400	Sally has 1/3 of a 5th Avenue candy bar, Eddie has 7/8 of a Mr. Goodbar; both are made by this company	Hershey
4565	18793	2010-09-14	"THE ""A"" LIST"	$400	Term for a large group or chain of islands	archipelago (atoll accepted)
4566	18794	2010-09-14	KATIE COURIC, WITNESS TO HISTORY	$400	"(<a href=""http://www.j-archive.com/media/2010-09-14_J_09.jpg"" target=""_blank"">Katie Couric delivers the clue.</a>) On ""60 Minutes"" in 2009 I conducted the first interview with <a href=""http://www.j-archive.com/media/2010-09-14_J_09a.jpg"" target=""_blank"">this</a> pilot, who vividly described ""birds filling the entire windscreen"""	Sullenberger
4567	18795	2010-09-14	CALDECOTT MEDAL & HONOR BOOKS	$4,000	"A 2007 Caldecott Honor book was called ""Moses: When"" she ""Led Her People to Freedom"""	Harriet Tubman
4568	18796	2010-09-14	ROCK 'N OLD	$600	In February 2010 this wife of a Beatle turned 77	Yoko Ono
4569	18797	2010-09-14	EQUALS ONE	$600	1,024 megabytes	a gigabyte
4570	18798	2010-09-14	SORT THROUGH THE WORD PROBLEM	$600	Mr. Jenkins has 3 nickels, 13 dimes & 54 pennies; he can't afford a 2009 Phantom from this car company	Rolls-Royce
4571	18799	2010-09-14	"THE ""A"" LIST"	$600	The name of this refractive defect of the eye comes from the Greek	astigmatism
4572	18800	2010-09-14	KATIE COURIC, WITNESS TO HISTORY	$600	"(<a href=""http://www.j-archive.com/media/2010-09-14_J_28.jpg"" target=""_blank"">Katie Couric delivers the clue.</a>) In a 2008 foreign policy interview, I asked this candidate, ""Have you ever been involved with any negotiations with the Russians?"" -- it seemed like a reasonable question"	(Sarah) Palin
4573	18801	2010-09-14	CALDECOTT MEDAL & HONOR BOOKS	$800	Ian Falconer received a 2001 Caldecott Honor for his tale of this mischievous girl pig	Olivia
4574	18802	2010-09-14	ROCK 'N OLD	$800	In April 2010 this legendary sitarist celebrated his 90th birthday	Ravi Shankar
4575	18803	2010-09-14	EQUALS ONE	$800	100 ares	a hectare
4576	18804	2010-09-14	SORT THROUGH THE WORD PROBLEM	$800	"The Statue of Liberty weighs 225 tons; how many have read this woman's poem ""The New Colossus"" on the pedestal wall?"	(Emma) Lazarus
4577	18805	2010-09-14	"THE ""A"" LIST"	$800	Bolivia's coat of arms features this quadruped	an alpaca
4578	18806	2010-09-14	KATIE COURIC, WITNESS TO HISTORY	$800	"(<a href=""http://www.j-archive.com/media/2010-09-14_J_30.jpg"" target=""_blank"">Katie Couric delivers the clue.</a>) My first network job was as deputy correspondent at this site, preparing me for interviewing the Petraeuses & Odiernos of the world"	the Pentagon
4579	18807	2010-09-14	CALDECOTT MEDAL & HONOR BOOKS	$1000	Ludwig Bemelmans was honored for illustrating this Parisian schoolgirl who had her appendix out	Madeline
4580	18808	2010-09-14	ROCK 'N OLD	$1000	In 2006 Lubbock, Texas held a bash for what would have been this native son's 70th birthday	Buddy Holly
4581	18809	2010-09-14	EQUALS ONE	$1000	453.59 grams	a pound
4582	18810	2010-09-14	SORT THROUGH THE WORD PROBLEM	$1000	Bo makes 86 snowballs in 1 3/4 hrs.; when will Bo know he has this 9-letter problem where ice crystals form in body tissues?	frostbite
4583	18811	2010-09-14	"THE ""A"" LIST"	$1000	"(<a href=""http://www.j-archive.com/media/2010-09-14_J_21.wmv"">Kelly of the Clue Crew stands in front of a screen.</a>) You can control the amount of light entering a camera by varying the diameter of this, which acts like the iris in the human eye"	the aperture
4584	18812	2010-09-14	KATIE COURIC, WITNESS TO HISTORY	$1000	"(<a href=""http://www.j-archive.com/media/2010-09-14_J_29.jpg"" target=""_blank"">Katie Couric delivers the clue.</a>) <a href=""http://www.j-archive.com/media/2010-09-14_J_29a.jpg"" target=""_blank"">This</a> Saudi royal was still Crown Prince when he did an exclusive interview with me in 2003; now he's king"	Abdullah
4585	18813	2010-09-14	THEY'RE IN HOW I MET YOUR MOTHER	$400	"In 2007 Neil Patrick Harris voiced his ""Mother"" role, Barney, on this animated Fox show with the Griffins"	Family Guy
4586	18814	2010-09-14	LIVING IN NYC	$400	"This ""numerical"" club on 52nd boasted Ernest Hemingway as a regular"	21
4587	18815	2010-09-14	SUIT UP!	$400	A suit of executive cut is for men who are a little more, how shall I say... well, you tell me	heavy
4588	18816	2010-09-14	WAIT FOR IT...	$400	The last time this came close to Earth was in 1986 & it's expected again as it completes its 76-year cycle	Halley's comet
4589	18817	2010-09-14	LEGENDARY!	$400	In a Homeric epic, he's ordered home to his kingdom in Ithaca after the fall of Troy	Odysseus
4590	18818	2010-09-14	THEY'RE IN HOW I MET YOUR MOTHER	$800	Before playing Robin, Cobie Smulders shared the screen with Clark, Lana & Lex on this drama	Smallville
4591	18819	2010-09-14	LIVING IN NYC	$800	"In 2010 you could check out the ""Bauhaus Lounge"" exhibit at this museum on 53rd Street"	the MoMA
4592	18820	2010-09-14	"IT'S GONNA ""BE""..."	$800	A gin from London, named for someone at the Tower of London	a Beefeater
4593	18821	2010-09-14	WAIT FOR IT...	$800	"This slow-moving ketchup used Carly Simon's ""Anticipation"" in ads"	Heinz
4594	18822	2010-09-14	LEGENDARY!	$800	"This Greek god is told: ""You are... the most hateful of gods... for dear to you always are strife and wars"""	Ares
4595	18823	2010-09-14	THEY'RE IN HOW I MET YOUR MOTHER	$1200	"In ""I Love You, Man"", Jason Segel gets put in a sleeper hold by this ex-""Incredible Hulk"""	(Lou) Ferrigno
4596	18824	2010-09-14	LIVING IN NYC	$1200	This transport takes 60,000 people a day across the water between 2 boroughs, for free	the Staten Island ferry
4597	18825	2010-09-14	"IT'S GONNA ""BE""..."	$1200	"It partners with ""& between"" to mean ""in an unresolved position"""	betwixt
4598	18826	2010-09-14	WAIT FOR IT...	$7,000	"In this play, a boy says that the title character ""won't come this evening, but surely tomorrow"""	Waiting for Godot
4599	18827	2010-09-14	LEGENDARY!	$1200	In Greek myth, Zephyrus is the west this	wind
4600	18828	2010-09-14	THEY'RE IN HOW I MET YOUR MOTHER	$1600	"In 2003 Josh Radnor appeared on ""ER"" & this Alan Ball HBO series where you ended up if you didn't make it out of the ER"	Six Feet Under
4601	18829	2010-09-14	LIVING IN NYC	$1600	Architect William Van Alen put radiator caps on the 31st floor of this Art Deco landmark at 405 Lexington	the Chrysler Building
4602	18830	2010-09-14	"IT'S GONNA ""BE""..."	$1600	This 9-letter area is the first objective of a military force landing on an enemy shore	a beachhead
4603	18831	2010-09-14	WAIT FOR IT...	$1600	"Don't delay in telling us the name of this artist whose 1882 pastel ""Waiting"" is seen <a href=""http://www.j-archive.com/media/2010-09-14_DJ_14.jpg"" target=""_blank"">here</a>"	(Edgar) Degas
4604	18832	2010-09-14	LEGENDARY!	$5,000	He invented the lyre & gave it to Apollo; Apollo gave him the caduceus in return	Hermes
4605	18833	2010-09-14	THEY'RE IN HOW I MET YOUR MOTHER	$2000	"Alyson Hannigan made ""this one time, at band camp"" a catchphrase in this 1999 movie comedy"	American Pie
4606	18834	2010-09-14	LIVING IN NYC	$2000	In 1942 Fiorello LaGuardia & his family moved into this building at 88th Street & East End Avenue	Gracie Mansion
4607	18835	2010-09-14	"IT'S GONNA ""BE""..."	$2000	It's an important step leading to canonization	beatification
4608	18836	2010-09-14	WAIT FOR IT...	$2000	She was a lady-in-waiting to Anne Boleyn before she became the next queen	Jane Seymour
4609	18837	2010-09-14	LEGENDARY!	$2000	He showed Medusa's severed head to Atlas, turning Atlas to stone	Perseus
4610	18838	2010-09-13	AN OCEAN OF KNOWLEDGE	$200	These, like the spring type, are caused by the gravitational pull of the sun & the moon on the ocean	the tides
4611	18839	2010-09-13	THE WORLD SERIES MVP's TEAM	$200	1975: Pete Rose	the (Cincinnati) Reds
4612	18840	2010-09-13	GOVERNMENT BY COMMITTEE	$200	This 2004 presidential nominee chairs the Senate Foreign Relations Committee	(John) Kerry
