	index	Air Date	Category	Value	Question	Answer
2037	84152	2005-11-14	POETS & POETRY	$2,000	In 1993 she became the second poet to recite an original work at a presidential inauguration	Maya Angelou
2038	84153	2005-11-14	MC TREBEK IN DA HIZZ-OUSE	$1200	"""Sippin' on gin & juice, laid back, with my mind on my money and my money on my mind"""	Snoop Dogg
2039	84154	2005-11-14	WHICH TIME ZONE?	$1200	El Paso, Texas	Mountain
2040	84155	2005-11-14	A DANGEROUS CATEGORY	$1,800	According to Homer, these deadly mythological singers enticed many a sailor to his doom	the sirens
2041	84156	2005-11-14	A CLOSE LOOK AT ART	$1200	"(<a href=""http://www.j-archive.com/media/2005-11-14_DJ_24.jpg"" target=""_blank"">Kelly of the Clue Crew poses with a Pontormo painting.</a>)  As painters often do, Pontormo inserted <a href=""http://www.j-archive.com/media/2005-11-14_DJ_24a.jpg"" target=""_blank"">one of these</a> into his work called ""Deposition"""	a self-portait
2042	84157	2005-11-14	"""UMP"" IT UP"	$1200	A single amount of money that serves as a complete payment	a lump (sum)
2043	84158	2005-11-14	POETS & POETRY	$1600	"In a Keats ode, these 5 words immediately precede ""that is all ye know on Earth, and all ye need to know"""	beauty is truth; truth beauty
2044	84159	2005-11-14	MC TREBEK IN DA HIZZ-OUSE	$1600	"""Your mom busted in and said 'What's that noise"	the Beastie Boys
2045	84160	2005-11-14	WHICH TIME ZONE?	$1600	Las Vegas, Nevada	Pacific
2046	84161	2005-11-14	A DANGEROUS CATEGORY	$1600	In the first Time magazine in 1923, these below-ground workers protested dangerous work conditions	coal miners
2047	84162	2005-11-14	A CLOSE LOOK AT ART	$1600	"The message of healing in Friedrich's ""Winter Landscape"" includes a discarded pair of these supports"	crutches
2048	84163	2005-11-14	"""UMP"" IT UP"	$1600	Asian national capital city with a 2-word name	Kuala Lumpur
2049	84164	2005-11-14	POETS & POETRY	$2000	This poem by Matthew Arnold mentions the French coast & the cliffs of England	Dover Beach
2050	84165	2005-11-14	MC TREBEK IN DA HIZZ-OUSE	$2000	"""I been here for years, rockin' my peers & puttin' suckas in fear... Mama said knock you out"""	LL Cool J
2051	84166	2005-11-14	WHICH TIME ZONE?	$2000	Pensacola, Florida	Central
2052	84167	2005-11-14	A DANGEROUS CATEGORY	$2000	Due to storms, the southernmost cape of South America is one of the world's most dangerous places	Cape Horn
2053	84168	2005-11-14	A CLOSE LOOK AT ART	$2000	"(<a href=""http://www.j-archive.com/media/2005-11-14_DJ_26.jpg"" target=""_blank"">Jon of the Clue Crew poses with a seascape.</a>)  W.H. Auden wrote, ""Everything turns away quite leisurely from a disaster"" in Bruegel's ""Landscape with the Fall of"" <a href=""http://www.j-archive.com/media/2005-11-14_DJ_26a.jpg"" target=""_blank"">this</a> mythical flier"	Icarus
2054	84169	2005-11-14	"""UMP"" IT UP"	$2000	Term for Republicans who abandoned their own party in 1884 to support Grover Cleveland	the Mugwumps
2055	84170	2005-11-11	WEBSITES	$200	This online community where you can find a sofa, apartment or companion is name for Mr. Newmark	craigslist
2056	84171	2005-11-11	MOVIE SONGS	$200	"Smash Mouth covered ""I'm A Believer"" in this ""ogrish"" 2001 film"	Shrek
2057	84172	2005-11-11	MYTH-ELLANY	$200	"Now ""ear"" this: Centeotl was the Aztec god of this grain"	corn
2058	84173	2005-11-11	COUNTRIES NAMED AFTER PEOPLE	$200	This Latin American country is named for a man born in Genoa in 1451	Colombia
2059	84174	2005-11-11	REALM OF THE SENSES	$200	Sounds can cause discomfort above about 100 of these units	decibels
2060	84175	2005-11-11	"SILENT ""K"""	$200	A finger joint	a knuckle
2061	84176	2005-11-11	WEBSITES	$400	"The creature seen <a href=""http://www.j-archive.com/media/2005-11-11_J_27.jpg"" target=""_blank"">here</a> is a symbol of this employment website"	Monster.com
2062	84177	2005-11-11	MOVIE SONGS	$400	"Colorful name of Will Ferrell's anchorman who harmonizes to ""Afternoon Delight"""	Ron Burgundy
2063	84178	2005-11-11	MYTH-ELLANY	$400	"Tefnut, a goddess of this civilization, was called ""the spitter""; she sent rain"	Egypt
2064	84179	2005-11-11	COUNTRIES NAMED AFTER PEOPLE	$400	"It's named for the man who ""liberated"" it from Spain in 1824 & was its first president"	Bolivia
2065	84180	2005-11-11	REALM OF THE SENSES	$400	The lingual papillae are the main locale for this sense	taste
2066	84181	2005-11-11	"SILENT ""K"""	$400	To fold & stretch bread dough into a smooth, uniform mass	knead
2067	84182	2005-11-11	WEBSITES	$600	Created in 2003, this site where 27 million people have home pages passed Google in hits in 2005	MySpace
2068	84183	2005-11-11	MOVIE SONGS	$600	"The whole bus joins in to sing this Elton John song in ""Almost Famous"""	"""Tiny Dancer"""
2069	84184	2005-11-11	MYTH-ELLANY	$600	"Thor had a ""flash""y home called Bilskirnir, a Norse word for this phenomenon"	lightning
2070	84185	2005-11-11	COUNTRIES NAMED AFTER PEOPLE	$600	It takes its name from the mythological Kambu, from whom its kings claimed descent	Cambodia
2071	84186	2005-11-11	REALM OF THE SENSES	$600	"In the brain, the smell of perfume goes to this ""bulb"""	the olfactory bulb
2072	84187	2005-11-11	"SILENT ""K"""	$600	It's a British term for women's underwear	knickers
2073	84188	2005-11-11	WEBSITES	$800	The Amazon.com family includes this source of information on over 150,000 films, founded by Col Needham	IMDb.com
2074	84189	2005-11-11	MOVIE SONGS	$800	"In a ""South Park"" film song, this male figure skater ""fought the evil robot king"""	Brian Boitano
2075	84190	2005-11-11	MYTH-ELLANY	$800	Trying to get to Hades? Try this, the river of hate	the Styx
2076	84191	2005-11-11	COUNTRIES NAMED AFTER PEOPLE	$800	The Tswana are its largest ethnic group, & the country is named after them	Botswana
2077	84192	2005-11-11	REALM OF THE SENSES	$800	"If yours is ""absolute"", you know your ABCs (& DEFGs) by ear"	pitch
2078	84193	2005-11-11	"SILENT ""K"""	$800	The sound of a bell rung ominously	knell
2079	84194	2005-11-11	WEBSITES	$1000	"You can plan a trip using this site whose name combines words meaning ""journey"" & ""speed"""	Travelocity
2080	84195	2005-11-11	MOVIE SONGS	$1000	"""Farewell and adieu to you fair Spanish ladies"", croons Robert Shaw in this Spielberg splasher flick"	Jaws
2081	84196	2005-11-11	MYTH-ELLANY	$1000	This fiery goddess makes her home in the firepit of Kilauea	Pele
2082	84197	2005-11-11	COUNTRIES NAMED AFTER PEOPLE	$1,000	The name of this Mideast country comes from the name of the royal family that rules it	Saudi Arabia
2083	84198	2005-11-11	REALM OF THE SENSES	$1000	Planning prudently, or hyperopic	farsighted
2084	84199	2005-11-11	"SILENT ""K"""	$1000	A backpack for a hiker	a knapsack
2085	84200	2005-11-11	RALEIGH PEOPLE	$400	"This ""American Idol"" singer from Raleigh lost to Ruben in 2003"	Clay Aiken
2086	84201	2005-11-11	AMAZING SPORTS RECORDS	$400	John Wooden coached this basketball team to 88 consecutive victories	UCLA
2087	84202	2005-11-11	TECHNOLOGY	$400	"(<a href=""http://www.j-archive.com/media/2005-11-11_DJ_16.jpg"" target=""_blank"">Jon of the Clue Crew reports from NC State University in Raleigh, NC.</a>)  A man who was blind for 50 years can now see images thanks to a <a href=""http://www.j-archive.com/media/2005-11-11_DJ_16a.jpg"" target=""_blank"">device</a> that supplants damaged photo receptors in this part of the eye"	the retina
2088	84203	2005-11-11	GIRLS GONE WILDE	$400	"Oscar Wilde said, ""If this is the way"" this queen ""treats her convicts she doesn't deserve to have any"""	Queen Victoria
2089	84204	2005-11-11	HALF LIFE	$400	"Proverbially, if you ""jump the gun"", you ""go off half-"" this"	cocked
2090	84205	2005-11-11	STARTS WITH A PAST TENSE VERB	$400	A lycanthrope	a werewolf
2091	84206	2005-11-11	RALEIGH PEOPLE	$800	This 2004 presidential hopeful got a degree from NC State & pushed papers at his own Raleigh law firm	John Edwards
2092	84207	2005-11-11	AMAZING SPORTS RECORDS	$800	In 1997 this Packers QB threw a then Super Bowl-record 81-yard touchdown pass	Brett Favre
2093	84208	2005-11-11	TECHNOLOGY	$800	"(<a href=""http://www.j-archive.com/media/2005-11-11_DJ_17.wmv"">Cheryl of the Clue Crew reports from NC State University in Raleigh, NC.</a>)  Exoskeleton garments with their own muscles are being developed to help victims of this injury caused by impaired brain blood supply"	a stroke
2094	84209	2005-11-11	GIRLS GONE WILDE	$800	As Wilde's only novel opens, this handsome title character is afraid Lady Agatha is mad at him	Dorian Gray
2095	84210	2005-11-11	HALF LIFE	$800	Of the 7 continents, it's the one divided halfway up by the equator	Africa
2096	84211	2005-11-11	STARTS WITH A PAST TENSE VERB	$800	This is the most abundant order of mammals, including beavers & porcupines	rodents
2097	84212	2005-11-11	RALEIGH PEOPLE	$1200	This long-serving senator who switched parties in 1970 once worked as a Raleigh political reporter	Jesse Helms
2098	84213	2005-11-11	AMAZING SPORTS RECORDS	$1200	This Georgian's major league career batting average was .367--or maybe .366, still pretty good	Ty Cobb
2099	84214	2005-11-11	TECHNOLOGY	$1200	"(<a href=""http://www.j-archive.com/media/2005-11-11_DJ_18.jpg"" target=""_blank"">Jon of the Clue Crew reports from NC State University in Raleigh, NC.</a>)  A cat born with a birth defect, whose model is seen <a href=""http://www.j-archive.com/media/2005-11-11_DJ_18a.jpg"" target=""_blank"">here</a>, is being fitted with this experimental device, from the Greek for ""addition"""	a prosthesis
2100	84215	2005-11-11	GIRLS GONE WILDE	$1200	Reese Witherspoon wigs out over Rupert Everett & Colin Firth & their use of this fake first name in a 2002 Wilde flick	Earnest
2101	84216	2005-11-11	HALF LIFE	$1200	A juryo is halfway to becoming a yokozuna in this sport	sumo wrestling
2102	84217	2005-11-11	STARTS WITH A PAST TENSE VERB	$1200	This root becomes a green paste that's a condiment for sashimi	wasabi
2103	84218	2005-11-11	RALEIGH PEOPLE	$1600	"Thomas Dixon, a minister in Raleigh, penned ""The Clansman""; this director filmed it as ""The Birth of a Nation"""	D.W. Griffith
2104	84219	2005-11-11	AMAZING SPORTS RECORDS	$1600	Before retiring from the NFL in 2005, this man amassed 22,895 yards as a receiver	Jerry Rice
2105	84220	2005-11-11	TECHNOLOGY	$2,000	"(<a href=""http://www.j-archive.com/media/2005-11-11_DJ_20.jpg"" target=""_blank"">Kelly of the Clue Crew reports from NC State University in Raleigh, NC.</a>)  Experiments are underway with North Carolina State University's rapid prototyper to create custom surgical bone plates using this strong metal, atomic number 22"	titanium
2106	84221	2005-11-11	GIRLS GONE WILDE	$1600	"This red-headed gal who had 2 Oscar nominations in 2003 spiced up Wilde's ""An Ideal Husband"" as Mrs. Chevely"	Julianne Moore
2107	84222	2005-11-11	HALF LIFE	$1600	Half of Sakhalin island, Russia's largest, once belonged to this other country	Japan
2108	84223	2005-11-11	STARTS WITH A PAST TENSE VERB	$1600	"In the classic ""Tie Me Kangaroo Down, Sport"", Blue is asked to play this trumpet-like Aussie instrument"	a didgeridoo
2109	84224	2005-11-11	RALEIGH PEOPLE	$2000	"She grew up in Raleigh & won a 1989 Pulitzer for penning ""Breathing Lessons"""	Anne Tyler
2110	84225	2005-11-11	AMAZING SPORTS RECORDS	$2000	In this key job, preparing horses, Ben Jones brought a record 6 horses to the Kentucky Derby winner's circle	trainer
2111	84226	2005-11-11	TECHNOLOGY	$2000	"(<a href=""http://www.j-archive.com/media/2005-11-11_DJ_29.jpg"" target=""_blank"">Cheryl of the Clue Crew reports from NC State University in Raleigh, NC.</a>)  <a href=""http://www.j-archive.com/media/2005-11-11_DJ_29a.jpg"" target=""_blank"">This</a> device spreads an opening for surgical access; North Carolina State University developed a force-controlled one to reduce post-op pain in heart patients"	a rib spreader
2112	84227	2005-11-11	GIRLS GONE WILDE	$1,000	The discovery of this title woman's fan in Lord Darlington's residence causes some craziness in a Wilde play	Lady Windermere
2113	84228	2005-11-11	HALF LIFE	$2000	On a music score, a minim lasts half as long as one of these notes	a whole note
2114	84229	2005-11-11	STARTS WITH A PAST TENSE VERB	$2000	It's a building where metal or glass casting takes place	a foundry
2115	84230	2005-11-10	COLLEGE AKA	$200	In Alabama: A reddish-brown colour	Auburn
2116	84231	2005-11-10	GEEK LOVE	$200	The Woz, Steve Wozniak, built the first computer for this company	Apple
2117	84232	2005-11-10	THE 19th CENTURY	$200	In the 1840s he began reaping fame & fortune from the sale of his reaping machines	(Cyrus) McCormick
2118	84233	2005-11-10	I KNOW WHAT YOU DID LAST SUMMER	$200	A rocket scientist in training, you interned at this lab, JPL for short	the Jet Propulsion Lab
2119	84234	2005-11-10	THE DA VINCI CODE	$200	This Da Vinci masterpiece is a portrait of the second wife of a Florentine merchant	the Mona Lisa
2120	84235	2005-11-10	THE ACC	$200	On July 1, 2005 this school, Doug Flutie's alma mater, became the ACC's 12th member	Boston College
2121	84236	2005-11-10	COLLEGE AKA	$400	In New York: A brand of toothpaste	Colgate
2122	84237	2005-11-10	GEEK LOVE	$400	Steve Ballmer has big geek shoes to fill for this Washington State software company	Microsoft
2123	84238	2005-11-10	THE 19th CENTURY	$400	In June 1876 George Custer made his last stand at the Battle of this river	Little Bighorn
2124	84239	2005-11-10	I KNOW WHAT YOU DID LAST SUMMER	$400	You worked with this group founded by Millard Fuller to help build homes for low-income families	Habitat for Humanity
2125	84240	2005-11-10	THE DA VINCI CODE	$400	"This mural depicts the reaction to Jesus' declaration that ""one of you shall betray me"""	The Last Supper
2126	84241	2005-11-10	THE ACC	$400	She's the ACC's all-time goals leader in women's soccer with 103	Mia Hamm
2127	84242	2005-11-10	COLLEGE AKA	$600	In Texas: An edible grain of the Gramineae family	Rice
2128	84243	2005-11-10	GEEK LOVE	$600	This director's geek cred was sealed when he sold his film co.'s computer division & it later became Pixar	George Lucas
2129	84244	2005-11-10	THE 19th CENTURY	$600	It was the largest & most powerful state of the German Empire in the 1800s	Prussia
2130	84245	2005-11-10	I KNOW WHAT YOU DID LAST SUMMER	$600	"You worked as a ""blended beverage technician"" at this chain that started as The Juice Club in 1990"	Jamba Juice
2131	84246	2005-11-10	THE DA VINCI CODE	$600	Being left-handed made it easy for Leonardo to use what's called this type of writing named for a grooming aid	mirror writing
2132	84247	2005-11-10	THE ACC	$600	You'll be a hell of an engineer if you graduate from this school, a 1990 champ in football	Georgia Tech
2133	84248	2005-11-10	COLLEGE AKA	$800	In Massachusetts: Small clumps of hairs, trees or grass	Tufts
2134	84249	2005-11-10	GEEK LOVE	$800	Sexy Linus Torvalds made us melt when he created this freely distributed UNIX clone in 1991	Linux
2135	84250	2005-11-10	THE 19th CENTURY	$1,000	Much of the fighting in this war, 1853 to 1856, took place on a peninsula in the Black Sea	the Crimean War
2136	84251	2005-11-10	I KNOW WHAT YOU DID LAST SUMMER	$800	You went to summer school to take this branch of science that deals specifically with compounds of carbon	organic chemistry
2137	84252	2005-11-10	THE DA VINCI CODE	$800	"Italy has issued euro coins with this Da Vinci ""Man"" on the reverse"	Vitruvian Man
2138	84253	2005-11-10	THE ACC	$800	In 1954, when you talked about Arnold, you meant this Wake Forest golfer & ACC champ	Arnold Palmer
2139	84254	2005-11-10	COLLEGE AKA	$1000	In Iowa: A male duck	Drake
2140	84255	2005-11-10	GEEK LOVE	$1000	Hunky Marc Andreessen turned heads with this early web browser & company, later brought out by AOL	Netscape
2141	84256	2005-11-10	THE 19th CENTURY	$1000	In 1889 this South American country's last emperor, Pedro II, was forced to abdicate	Brazil
2142	84257	2005-11-10	I KNOW WHAT YOU DID LAST SUMMER	$1000	"You slept til noon every day & read novels like ""The Devil Wears Prada"" & ""Bergdorf"" these"	Blondes
2143	84258	2005-11-10	THE DA VINCI CODE	$1000	"Around 1485, Leonardo painted the young <a href=""http://www.j-archive.com/media/2005-11-10_J_30.jpg"" target=""_blank"">lady</a> with this short-tailed weasel seen <a href=""http://www.j-archive.com/media/2005-11-10_J_30a.jpg"" target=""_blank"">here</a>"	an ermine
2144	84259	2005-11-10	THE ACC	$1000	The only ACC withdrawal came in 1971 when this university's Gamecocks resigned	the University of South Carolina
2145	84260	2005-11-10	WE'VE GOT MORE PEOPLE THAN YOU!	$400	Iraq, Iran, Israel	Iran
2146	84261	2005-11-10	CHARACTERS IN MUSICALS	$400	"(<a href=""http://www.j-archive.com/media/2005-11-10_DJ_13.jpg"" target=""_blank"">Sarah of the Clue Crew gives the clue accompanied by a puppet at the Golden Theatre in New York: ""I'm on the Broadway set of <i>Avenue Q</i>.""</a>)  This troubled character in ""Avenue Q"" has the same name as an Ivy League university in New Jersey--you do look preppy  <i>""Why thank you!""</i>"	Princeton
2147	84262	2005-11-10	TOUGH STUFF	$400	When beekeepers open an active hive, they blow this into it first	smoke
2148	84263	2005-11-10	SUPREME COURT REJECTS	$400	This president lost Haynsworth & Carswell but won with Harry Blackmun in 1970	Nixon
2149	84264	2005-11-10	PITHY QUOTES	$400	"Scrooge's 2-word response to ""A merry Christmas, Uncle!"""	"""Bah, Humbug"""
2150	84265	2005-11-10	"THE ""ACC"""	$400	Draw & push the bellows so that air passes over the reeds to play this instrument	the accordion
2151	84266	2005-11-10	WE'VE GOT MORE PEOPLE THAN YOU!	$800	Latvia, Lithuania, Estonia	Lithuania
2152	84267	2005-11-10	CHARACTERS IN MUSICALS	$800	Harvey Fierstein milked the role of Tevye in a revival of this classic musical	Fiddler on the Roof
2153	84268	2005-11-10	TOUGH STUFF	$800	Siberia is a source for this golden gem, November's birthstone	topaz
2154	84269	2005-11-10	SUPREME COURT REJECTS	$800	When John Jay quit, John Rutledge failed to win confirmation as Chief Justice for this president	George Washington
2155	84270	2005-11-10	PITHY QUOTES	$800	"After recanting is belief that the Earth orbits the sun, he's said to have muttered, ""But it does move"""	Galileo
2156	84271	2005-11-10	"THE ""ACC"""	$800	Due in part to scandals at Enron & WorldCom, the Sarbanes-Oxley Act of 2002 sought to reform this profession	accounting
2157	84272	2005-11-10	WE'VE GOT MORE PEOPLE THAN YOU!	$1200	Nauru, Tonga, Fiji	Fiji
2158	84273	2005-11-10	CHARACTERS IN MUSICALS	$1200	"(<a href=""http://www.j-archive.com/media/2005-11-10_DJ_28.jpg"" target=""_blank"">Sarah of the Clue Crew gives the clue suspended in a bubble in front of a giant clock in the Gershwin Theatre in New York.</a>)  In the hit musical ""Wicked"", this beautiful resident of Oz floats in high above the set"	Glinda (the Good Witch)
2159	84274	2005-11-10	TOUGH STUFF	$1200	The languages of Mauritania include Soninke, French & this official one	Arabic
2160	84275	2005-11-10	SUPREME COURT REJECTS	$2,000	This president not only got Bork-ed but also got smoked with Douglas Ginsburg	Reagan
2161	84276	2005-11-10	PITHY QUOTES	$1200	"It's said William Booth sent his troops in this charitable ""Army"" a 1-word telegram: ""Others!"""	The Salvation Army
2162	84277	2005-11-10	"THE ""ACC"""	$1200	It's the capital of Ghana	Accra
2163	84278	2005-11-10	WE'VE GOT MORE PEOPLE THAN YOU!	$1600	Poland, France, Germany	Germany
2164	84279	2005-11-10	CHARACTERS IN MUSICALS	$1600	"Yes, ""Sir"": Robert Goulet played him in ""Camelot"" & Hank Azaria played him in ""Spamalot"""	Sir Lancelot
2165	84280	2005-11-10	TOUGH STUFF	$1600	"(<a href=""http://www.j-archive.com/media/2005-11-10_DJ_17.jpg"" target=""_blank"">Jeff Probst delivers the clue from Palau.</a>)  Palau celebrates its independence on October 1st because it signed a compact with this country on that date in 1994"	the United States of America
2166	84281	2005-11-10	SUPREME COURT REJECTS	$1600	In 1881 Stanley Matthews failed under Hayes but was confirmed under this doomed president	James Garfield
2167	84282	2005-11-10	PITHY QUOTES	$1,200	French title of Zola's 1898 letter to President Faure	J'accuse
2168	84283	2005-11-10	"THE ""ACC"""	$1600	When used as a catalyst to spread fire, gasoline is considered this	an accelerant
2169	84284	2005-11-10	WE'VE GOT MORE PEOPLE THAN YOU!	$2000	Pakistan, Afghanistan, Kazakhstan	Pakistan
2170	84285	2005-11-10	CHARACTERS IN MUSICALS	$2000	"(<a href=""http://www.j-archive.com/media/2005-11-10_DJ_30.jpg"" target=""_blank"">Cheryl of the Clue Crew gives the clue from inside a giant tree in the New Amsterdam Theatre in New York.</a>)  I'm here in the tree of this character, who's a male baboon in the movie & played by a female here on Broadway"	Rafiki
2171	84286	2005-11-10	TOUGH STUFF	$2000	"From the Latin for ""pouch"", it's the scientific term for a possum's pouch"	marsupium
2172	84287	2005-11-10	SUPREME COURT REJECTS	$2000	William Hornblower & Wheeler Peckham gave this president back-to-back losses in 1894	Grover Cleveland
2173	84288	2005-11-10	PITHY QUOTES	$2000	"The King James Bible's shortest verse, ""Jesus wept"", refers to the death of this man"	Lazarus
2174	84289	2005-11-10	"THE ""ACC"""	$2000	Accumulated over time	accrued
2175	84290	2005-11-09	NAME THAT ROMAN EMPEROR	$200	54-68 A.D.: Presided during a big barbecue	Nero
2176	84291	2005-11-09	U2 SONGS IN OTHER WORDS	$200	Sabbath, Sanguinary Sabbath	"""Sunday Bloody Sunday"""
2177	84292	2005-11-09	LET'S TALK ABOUT SIX	$200	In American slang, to get rid of something by throwing it overboard is to give it this kind of six	deep-six
2178	84293	2005-11-09	COLLEGE-PODGE	$200	"A ""College"" for these silly circus performers opened in 1968 (& no, I am not a graduate)"	clowns
2179	84294	2005-11-09	PODCAST INCORPORATED	$200	This company's first podcast talked about its new Cadillacs at the Chicago Auto Show	General Motors
2180	84295	2005-11-09	A SPANISH INQUISITION	$200	Pluma can be either a pen or one of these, as from a swan	a feather
2181	84296	2005-11-09	NAME THAT ROMAN EMPEROR	$400	"117-138 A.D.: Had his own ""wall"" of fame"	Hadrian
2182	84297	2005-11-09	U2 SONGS IN OTHER WORDS	$400	Dizziness, Hitchcock style	"""Vertigo"""
2183	84298	2005-11-09	LET'S TALK ABOUT SIX	$400	"His Sixth Symphony was termed the ""Pastoral"""	Beethoven
2184	84299	2005-11-09	COLLEGE-PODGE	$400	Located in Saskatoon, the University of this Canadian province is set for its centennial in 2007	Saskatchewan
2185	84300	2005-11-09	PODCAST INCORPORATED	$400	A morning stock report is podcast by this Dow Jones-owned national newspaper	The Wall Street Journal
2186	84301	2005-11-09	A SPANISH INQUISITION	$400	4-letter English translation of the Spanish un laberinto	maze
2187	84302	2005-11-09	NAME THAT ROMAN EMPEROR	$600	"37-41 A.D.: Nutty guy who once ""declared war"" against the ocean"	Caligula
2188	84303	2005-11-09	U2 SONGS IN OTHER WORDS	$600	How a Brit & a Yank might each try to spell labor, humor, valor...	"""With Or Without You"""
2189	84304	2005-11-09	LET'S TALK ABOUT SIX	$600	This group was originally made up of 6 members; in 1869 Congress changed its total to 9	the Supreme Court
2190	84305	2005-11-09	COLLEGE-PODGE	$600	On an alphabetical list of the colleges known as the Seven Sisters, this Manhattan school comes first	Barnard
2191	84306	2005-11-09	PODCAST INCORPORATED	$600	We aren't sure if the podcasts for this Sci Fi Channel show are created by humans or Cylons	Battlestar Galactica
2192	84307	2005-11-09	A SPANISH INQUISITION	$600	To a Spaniard or a Spanish-speaking Eskimo, this creature is an oso blanco	a polar bear
2193	84308	2005-11-09	NAME THAT ROMAN EMPEROR	$800	306-337 A.D.: Converted to a non-Roman religion & moved the capital city	Constantine
2194	84309	2005-11-09	U2 SONGS IN OTHER WORDS	$800	"It describes the location seen <a href=""http://www.j-archive.com/media/2005-11-09_J_10.jpg"" target=""_blank"">here</a>"	"""Where The Streets Have No Name"""
2195	84310	2005-11-09	LET'S TALK ABOUT SIX	$800	It's the horticultural name for the sixth Sunday in Lent	Palm Sunday
2196	84311	2005-11-09	COLLEGE-PODGE	$800	This Vermont school chartered in 1925 boasts that its graduates have resumes as well as diplomas	Bennington
2197	84312	2005-11-09	PODCAST INCORPORATED	$800	"The podcast by this company discussed the promise of ""on demand"" with its new mainframes"	IBM
2198	84313	2005-11-09	A SPANISH INQUISITION	$800	"From the Spanish for ""village"", it's a collective name for Indian tribes like the Hopi & Zuni"	Pueblo
2199	84314	2005-11-09	NAME THAT ROMAN EMPEROR	$1000	27 B.C.-14 A.D.: His sister married Mark Antony & he defeated Mark Antony	Augustus
2200	84315	2005-11-09	U2 SONGS IN OTHER WORDS	$1000	Rosh Hashanah, for one; cheers!	"""New Year's Day"""
2201	84316	2005-11-09	LET'S TALK ABOUT SIX	$1000	Any solid figure having 6 faces; a cube, for example	a hexahedron
2202	84317	2005-11-09	COLLEGE-PODGE	$1,800	"The second ""S"" in LSUS stands for this city"	Shreveport
2203	84318	2005-11-09	PODCAST INCORPORATED	$1000	No joke, this satellite radio company signed former MTV-VJ Adam Curry as its exclusive PJ	Sirius
2204	84319	2005-11-09	A SPANISH INQUISITION	$1000	The name of this line dance comes from Spanish & refers to a country in Africa	the conga
2205	84320	2005-11-09	RALEIGH	$400	In 1603 Sir Walter Raleigh was tried & convicted of this for plotting to dethrone the king	treason
2206	84321	2005-11-09	MOVIE STARS GO TO WORK	$400	Owen Wilson & Vince Vaughn are divorce mediators in this film	Wedding Crashers
2207	84322	2005-11-09	AMERICAN LIT	$400	Scout Finch lives with dad Atticus & brother Jem in Maycomb, Alabama in this classic novel	To Kill a Mockingbird
2208	84323	2005-11-09	WOLF (BLITZER) PACK	$400	Wolf Blitzer was born in this New York city that's home to some Bills, Sabres & Wings	Buffalo
2209	84324	2005-11-09	ROCKET SCIENCE	$400	Mercury flights had 1 astronaut, Apollo had 3; this intermediate program had 2-man flights	Gemini
2210	84325	2005-11-09	"""B"" PLUS"	$400	A common type of pet turtle, or the type of structure you might keep it in	box
2211	84326	2005-11-09	RALEIGH	$800	Raleigh introduced this tuber into Ireland; seemed like a good idea at the time	the potato
2212	84327	2005-11-09	MOVIE STARS GO TO WORK	$800	"It's Jessica Biel's occupation in ""Stealth"""	pilot
2213	84328	2005-11-09	AMERICAN LIT	$800	"His 5 ""Leather-Stocking Tales"" include ""The Deerslayer"" & ""The Pathfinder"""	James Fenimore Cooper
2214	84329	2005-11-09	WOLF (BLITZER) PACK	$800	Prior to the 2000 elections, Wolf hosted a town hall meeting with this First Lady & Senate hopeful	Hillary Clinton
2215	84330	2005-11-09	ROCKET SCIENCE	$800	William Hale's 1844 military rocket, using curved vanes, stayed stable by doing this in flight	spinning
2216	84331	2005-11-09	"""B"" PLUS"	$800	At Parris Island, Marines learn techniques for using this rifle blade	a bayonet
2217	84332	2005-11-09	RALEIGH	$1200	In 1569 Raleigh fought in France on the side of these French Protestants	the Huguenots
2218	84333	2005-11-09	MOVIE STARS GO TO WORK	$1200	This 2004 film is about photographer Julia Roberts & bedmates	Closer
2219	84334	2005-11-09	AMERICAN LIT	$1,200	"The title of this novel refers to ""a small log building, close adjoining to 'The House'... his master's dwelling"""	Uncle Tom's Cabin
2220	84335	2005-11-09	WOLF (BLITZER) PACK	$1200	Blitzer started his career in 1972 with this huge news service named for the German who started it in 1851	Reuters
2221	84336	2005-11-09	ROCKET SCIENCE	$1200	In Dec. 1972 Gene Cernan became the last man to command one of these vehicles known as the LM	the lunar module
2222	84337	2005-11-09	"""B"" PLUS"	$1200	A ring-shaped cake pan with fluted sides	a Bundt
2223	84338	2005-11-09	RALEIGH	$1600	"A poet himself, Raleigh encouraged this man to publish ""The Faerie Queene"""	Edmund Spenser
2224	84339	2005-11-09	MOVIE STARS GO TO WORK	$1600	"At the end of ""Collateral"", Tom Cruise says, ""I do this for a living"""	kill people
2225	84340	2005-11-09	AMERICAN LIT	$1600	"Oprah's Book Club read Faulkner's ""As I Lay Dying"", ""The Sound & the Fury"" & this aptly titled one in summer 2005"	Light in August
2226	84341	2005-11-09	WOLF (BLITZER) PACK	$1600	In 2003 Wolf won an award named for this reporter slain in Pakistan by terrorists in 2002	Daniel Pearl
2227	84342	2005-11-09	ROCKET SCIENCE	$1600	"(<a href=""http://www.j-archive.com/media/2005-11-09_DJ_29.jpg"" target=""_blank"">Jon of the Clue Crew releases a balloon.</a>)  Thrust comes from the sudden inequality of this, sometimes measured in atmospheres, inside & outside a rocket"	pressure
2228	84343	2005-11-09	"""B"" PLUS"	$1600	A strong, coarsely woven cloth made from jute or hemp	burlap
