	index	Air Date	Category	Value	Question	Answer
3288	4363	2011-10-14	THE NO-FLY LIST	$2000	"The ""great"" species of this Arctic seabird, now extinct, was flightless; living species like the razorbill can fly"	the awk
3289	4364	2011-10-14	"""V"" IS FOR..."	$2000	these, the entire body of sacred Hindu writings	the Vedas
3290	4365	2011-10-14	THE GREATEST IN SPORTS WITH MIKE & MIKE	$2000	"(<a href=""http://www.j-archive.com/media/2011-10-14_DJ_25.jpg"" target=""_blank"">Mike & Mike deliver the clue.</a>) One of the greatest coaches ever has got to be Phil Jackson; he's won 11 titles, something even Red Auerbach couldn't do  Yeah, Phil's a legend, no doubt about it, but I'll pick this college basketball wizard who won 10 men's NCAA titles from 1964 to 1975"	(John) Wooden
3291	4366	2011-10-13	LITERARY NARRATORS	$200	"This Mark Twain character says that ""Aunt Sally she's going to adopt me and sivilize me, and I can't stand it"""	Huck Finn
3292	4367	2011-10-13	IT'S IN YOUR MIND	$200	"From the Greek for ""not remembered"", it's partial or complete memory loss"	amnesia
3293	4368	2011-10-13	VIDEO GAME HISTORY	$200	It was joystick to the world in 1977 when this company released its 2600 system	Atari
3294	4369	2011-10-13	YOU SEE 'EM AT THE MUSEUM	$200	Botticelli's 1481 fresco of St. Sixtus II is at this landmark, part of the Vatican Museums	the Sistine Chapel
3295	4370	2011-10-13	ONE GOOD TURN	$200	A move toward political liberalism, or the move NASCAR drivers perform all race long	a left turn (to the left accepted)
3296	4371	2011-10-13	"DESERVES AN ""ITHER"""	$200	"Adverb meaning ""to where I am""; it often precedes ""and yon"""	hither
3297	4372	2011-10-13	LITERARY NARRATORS	$400	"In this author's ""The Cask of Amontillado "", Montresor narrates his own revenge on Fortunato"	(Edgar Allan) Poe
3298	4373	2011-10-13	IT'S IN YOUR MIND	$400	A first shot in golf, or a psychological term for a strong motivating instinct	drive
3299	4374	2011-10-13	VIDEO GAME HISTORY	$400	"In 1984 this 76er & Larry Bird went ""one-on-one"" for the Commodore 64"	Dr. J
3300	4375	2011-10-13	YOU SEE 'EM AT THE MUSEUM	$400	"You can view Veronese's ""The Wedding Feast at Cana"" (& the French crown diamonds, too) at this museum"	the Louvre
3301	4376	2011-10-13	ONE GOOD TURN	$400	If you're driving west-northwest, it's the quickest turn to change your direction to east-southeast	a 180 (or a U-turn)
3302	4377	2011-10-13	"DESERVES AN ""ITHER"""	$400	Reptilian way of moving	slither
3303	4378	2011-10-13	LITERARY NARRATORS	$600	"The narrator of David Foster Wallace's ""The Pale King"" battles boredom at this agency's Regional Examination Center"	the IRS
3304	4379	2011-10-13	IT'S IN YOUR MIND	$600	"Bipolar disorder was once known as this type of ""depression"""	manic
3305	4380	2011-10-13	VIDEO GAME HISTORY	$600	id Software says hardcore PC games went mainstream in 1994 when it unleashed this fatal-sounding game	Doom
3306	4381	2011-10-13	YOU SEE 'EM AT THE MUSEUM	$600	"Manet's ""Before the Mirror"" & Monet's ""Palazzo Ducale"" are in this unique NYC circular building"	the Guggenheim
3307	4382	2011-10-13	ONE GOOD TURN	$2,000	Sharp type of turn that sounds like an accessory to keep your toupee from flying off	a hairpin
3308	4383	2011-10-13	"DESERVES AN ""ITHER"""	$600	Ruth Welcome was a virtuoso on this musical instrument	the zither
3309	4384	2011-10-13	LITERARY NARRATORS	$800	Oliver Barrett IV narrates this 1970 novel about his romance & marriage to Jenny Cavilleri	Love Story
3310	4385	2011-10-13	IT'S IN YOUR MIND	$800	Peccatophobia is the fear of committing one of these religious transgressions	a sin
3311	4386	2011-10-13	VIDEO GAME HISTORY	$800	"OK chums, Deathwing the Dragon has caused a ""cataclysm"" on Azeroth in a 2010 expansion of this massive game"	World of Warcraft
3312	4387	2011-10-13	YOU SEE 'EM AT THE MUSEUM	$800	"This Madrid museum has Van Dyck's ""Beatrice, Countess of Oxford"" & ""The Executions"" by Goya"	the Prado
3313	4388	2011-10-13	ONE GOOD TURN	$800	"At sea, if you want the wheel turned all the way in 1 direction, say this 4-letter word ""a-port"" or ""a-starboard"""	hard
3314	4389	2011-10-13	"DESERVES AN ""ITHER"""	$800	To behave indecisively	dither
3315	4390	2011-10-13	LITERARY NARRATORS	$1000	Both Nelly Dean & Mr. Lockwood provide narration about Heathcliff & the denizens of his manor in this 1847 novel	Wuthering Heights
3316	4391	2011-10-13	IT'S IN YOUR MIND	$1000	I love Dr. Freud for using this term for strong feelings of attachment by a patient toward an analyst	transference
3317	4392	2011-10-13	VIDEO GAME HISTORY	$1000	"In December 2002 Will Wright moved these virtual people ""online"""	the Sims
3318	4393	2011-10-13	YOU SEE 'EM AT THE MUSEUM	$1000	"Titian's ""St. Sebastian"" & ""Danae"" are at <a href=""http://www.j-archive.com/media/2011-10-13_J_25.jpg"" target=""_blank"">this</a> St. Petersburg museum known for its arsenal"	the Hermitage
3319	4394	2011-10-13	ONE GOOD TURN	$1000	If you perform a step turn or a stem Christie, you're on a pair of these	skis (snow skis accepted)
3320	4395	2011-10-13	"DESERVES AN ""ITHER"""	$1000	The area between a horse's shoulder blades	the withers
3321	4396	2011-10-13	THE 2011 TIME 100	$400	"She reshaped ""the state department to emphasize development and people-powered diplomacy"""	Hillary Clinton
3322	4397	2011-10-13	MOVIES ON THE MAP	$400	1993 Tom Hanks / Denzel Washington film	Philadelphia
3323	4398	2011-10-13	CAPTAIN COOK	$400	Cook was 26 when he joined the navy; he'd spent the previous years mainly ferrying this fuel around the North Sea	coal
3324	4399	2011-10-13	A POPS CONCERT	$400	The concert includes keyboard music by this master who left 3 claviers to his youngest son, Johann Christian	Johann Sebastian Bach
3325	4400	2011-10-13	HODGEPODGE	$400	This goat constellation is the smallest of the zodiac	Capricorn
3326	4401	2011-10-13	HOMONYM FILL-INS	$400	When you fast, food often goes to ____; start eating again, & it will go to your ____	waste/waist
3327	4402	2011-10-13	THE 2011 TIME 100	$800	"Robert Gates said this U.S. general who was in charge in Afghanistan ""is the premier soldier-scholar of his time"""	(David) Petraeus
3328	4403	2011-10-13	MOVIES ON THE MAP	$800	Robert Altman's 1975 movie about the music business	Nashville
3329	4404	2011-10-13	CAPTAIN COOK	$1,600	Young Cook's charts of this river's estuary were vital to the British victory at Quebec in 1759	the St. Lawrence
3330	4405	2011-10-13	A POPS CONCERT	$800	I hear a waltz by this composer who died in 1849, father of a Vienna dynasty	Johann Strauss
3331	4406	2011-10-13	HODGEPODGE	$800	A Buick was named for this New York City street that runs parallel to & between Fifth & Lexington	Park Avenue
3332	4407	2011-10-13	HOMONYM FILL-INS	$800	"When the ____ wrote a letter in cursive, the king pored over it & said, ""next time, he ____"""	prince/prints
3333	4408	2011-10-13	THE 2011 TIME 100	$2,600	"Her ""post is now one of the 50 most frequented web destinations... in Feb. it attracted more than 23 mil. unique visitors"""	(Arianna) Huffington
3334	4409	2011-10-13	MOVIES ON THE MAP	$1200	Steve Buscemi is part of a botched kidnapping; you might say it had a chipper ending	Fargo
3335	4410	2011-10-13	CAPTAIN COOK	$1200	Cook's first visit to Australia was tagged onto a voyage to this South Seas island later visited by Captain Bligh	Tahiti
3336	4411	2011-10-13	A POPS CONCERT	$1200	"Last name of Carmine, who composed the music for his son's film ""Godfather III"""	Coppola
3337	4412	2011-10-13	HODGEPODGE	$1200	"Thomas Gore, a blind senator from Oklahoma, was the grandfather of this ""Myra Breckinridge"" author"	Gore Vidal
3338	4413	2011-10-13	HOMONYM FILL-INS	$1200	Some thieves in the night sought the troubadour's ____; they found not a dime, just a 6-stringed ____	loot/lute
3339	4414	2011-10-13	THE 2011 TIME 100	$1600	"""The face of Wikileaks... (no matter) what happens to (him), secrets will never be safe again"""	Assange
3340	4415	2011-10-13	MOVIES ON THE MAP	$1600	Roxie & Velma (Renee & Catherine) make a path from death row to stardom	Chicago
3341	4416	2011-10-13	CAPTAIN COOK	$1600	On Jan. 17, 1773 Cook & crew became the first people to cross this geographic circle	the Antarctic Circle
3342	4417	2011-10-13	A POPS CONCERT	$1600	"He wasn't ""La Mer"" but Le Pere of Chouchou, for whom he composed the ""Children's Corner"""	Debussy
3343	4418	2011-10-13	HODGEPODGE	$1600	Derived from Latin, it's the 10-letter term for the place where 2 or more rivers flow together	confluence
3344	4419	2011-10-13	HOMONYM FILL-INS	$1600	You're right to refuse to give up your rights by signing a ____; don't ____ in your convictions	waiver/waver
3345	4420	2011-10-13	THE 2011 TIME 100	$2000	"""Now in his second stint as Israel's prime minister, he is Bibi; as with Bono, a single name suffices"" (except right now)"	(Benjamin) Netanyahu
3346	4421	2011-10-13	MOVIES ON THE MAP	$2000	2005 Oscar nominee about the aftermath of an Olympic tragedy	Munich
3347	4422	2011-10-13	CAPTAIN COOK	$2000	"In 1770, Cook made the map seen <a href=""http://www.j-archive.com/media/2011-10-13_DJ_18.jpg"" target=""_blank"">here</a>, using ""Ea Hei Nom Auwe"" & ""Toai Poonamo O"" where atlases now use these two names"	the North and South Islands
3348	4423	2011-10-13	A POPS CONCERT	$2000	"Next, from this musical family, a sonata by Alessandro; his son Domenico's ""Inheritance"" included talent"	Scarlatti
3349	4424	2011-10-13	HODGEPODGE	$2000	In Greek mythology dryads were nymphs who lived here	forest
3350	4425	2011-10-13	HOMONYM FILL-INS	$2000	Listening to the facts spouted by the just-arrived talking antelope, I couldn't believe what the ____ ____ ____	new/gnu/knew
3351	4426	2011-10-12	BUCHANAN, JAMES BUCHANAN	$200	Still the only president from this state, Buchanan died near Lancaster in 1868	Pennsylvania
3352	4427	2011-10-12	SHAPES & SIZES	$200	The largest one of these Egyptian structures contains about 2.3 million blocks	a pyramid
3353	4428	2011-10-12	DISNEYLAND SONGS	$200	"""Yo ho, yo ho..."""	Pirates of the Caribbean
3354	4429	2011-10-12	"""GOOD"" PEOPLE"	$200	"For his role in ""Jerry Maguire"", the American Comedy Awards named him Funniest Supporting Actor"	Cuba Gooding, Jr.
3355	4430	2011-10-12	WORLD OF WORDS	$200	"This pastime is Japanese for ""empty orchestra"""	karaoke
3356	4431	2011-10-12	CHILDHOOD HEALTH	$200	"(<a href=""http://www.j-archive.com/media/2011-10-12_J_20.jpg"" target=""_blank"">Dr. Oz delivers the clue.</a>)  To combat childhood obesity, which has tripled in the last 30 years, in 2010 she launched a program to get kids to eat better & exercise more; it's called ""Let's Move"""	Michelle Obama
3357	4432	2011-10-12	BUCHANAN, JAMES BUCHANAN	$400	"Edward, one of James' brothers, married a sister of this ""Camptown Races"" composer"	(Stephen) Foster
3358	4433	2011-10-12	SHAPES & SIZES	$400	"Usual adjective referring to the size of 8 1/2 x 14"" paper"	legal
3359	4434	2011-10-12	DISNEYLAND SONGS	$400	"""It's a world of laughter, a world of tears..."""	It's a Small World
3360	4435	2011-10-12	"""GOOD"" PEOPLE"	$400	Named for Benjamin Franklin, this businessman opened the Akron Rubber Works in March 1871	B.F. Goodrich
3361	4436	2011-10-12	WORLD OF WORDS	$400	"From the French for ""clear seeing"", it's a form of ESP"	clairvoyance
3362	4437	2011-10-12	CHILDHOOD HEALTH	$400	"(<a href=""http://www.j-archive.com/media/2011-10-12_J_27.jpg"" target=""_blank"">Dr. Oz delivers the clue.</a>)  An old-fashioned way to bring down fever is applying a vinegar solution--acid draws out heat & is specially effective on the feet, which have a high concentration of these glands"	sweat glands
3363	4438	2011-10-12	BUCHANAN, JAMES BUCHANAN	$600	Buchanan became a Jacksonian Democrat after this party that he belonged to dissolved	the Federalist Party
3364	4439	2011-10-12	SHAPES & SIZES	$600	"Sizes of poodle include standard, miniature, toy, tiny toy & this ""drinking vessel"" size"	teacup
3365	4440	2011-10-12	DISNEYLAND SONGS	$600	"""Grim, grinning ghosts come out to socialize..."""	The Haunted Mansion
3366	4441	2011-10-12	"""GOOD"" PEOPLE"	$600	"It just isn't Sunday morning without <a href=""http://www.j-archive.com/media/2011-10-12_J_09.jpg"" target=""_blank"">this</a> CBS newscaster"	(Charles) Osgood
3367	4442	2011-10-12	WORLD OF WORDS	$600	"Literally meaning ""superior one"", it's Tibetan for a Buddhist monk of Tibet or Mongolia"	lama
3368	4443	2011-10-12	CHILDHOOD HEALTH	$600	"(<a href=""http://www.j-archive.com/media/2011-10-12_J_28.jpg"" target=""_blank"">Dr. Oz delivers the clue.</a>)  Body fat affects the ability to use insulin, so bad eating habits among youth may be why more & more kids are diagnosed not with the type 1 or juvenile kind of this but the type 2 or adult-onset variety"	diabetes
3369	4444	2011-10-12	BUCHANAN, JAMES BUCHANAN	$800	Buchanan's dreams of the presidency were postponed when this New Hampshire man was nominated instead of him in 1852	Pierce
3370	4445	2011-10-12	SHAPES & SIZES	$800	"Longer but narrower than a king-sized bed is this state's ""king"""	California
3371	4446	2011-10-12	DISNEYLAND SONGS	$800	"""A Heffalump & Woozle is very confusel...""'"	Winnie the Pooh
3372	4447	2011-10-12	"""GOOD"" PEOPLE"	$800	In 1934 this jazz clarinetist formed his first big band, featuring drummer Gene Krupa & Bunny Berigan on trumpet	Benny Goodman
3373	4448	2011-10-12	WORLD OF WORDS	$800	"The 1980s program of reforms in the USSR included this, Russian for ""restructuring"""	perestroika
3374	4449	2011-10-12	CHILDHOOD HEALTH	$800	"(<a href=""http://www.j-archive.com/media/2011-10-12_J_29.jpg"" target=""_blank"">Dr. Oz delivers the clue.</a>)  Dust can trigger an immune response in the lungs, leading to an attack of this breathing disorder from which 9.6% of American children now suffer"	asthma
3375	4450	2011-10-12	BUCHANAN, JAMES BUCHANAN	$1000	Buchanan, 65 at his inauguration, had the youngest veep ever, this 36-year-old from Kentucky	John C. Breckinridge
3376	4451	2011-10-12	SHAPES & SIZES	$1000	Geometric term for a concave mirror that focuses light or an antenna that focuses signals	a parabola
3377	4452	2011-10-12	DISNEYLAND SONGS	$1000	"""Never smile at a crocodile"""	Peter Pan
3378	4453	2011-10-12	"""GOOD"" PEOPLE"	$1000	"In 1995 she won a Pulitzer Prize for History for ""No Ordinary Time: Franklin and Eleanor Roosevelt"""	Doris Kearns Goodwin
3379	4454	2011-10-12	WORLD OF WORDS	$1000	Probably the one Icelandic word everybody knows is this one for a spewing hot spring	a geyser
3380	4455	2011-10-12	CHILDHOOD HEALTH	$1,000	"(<a href=""http://www.j-archive.com/media/2011-10-12_J_30.jpg"" target=""_blank"">Dr. Oz delivers the clue.</a>)  Kids will feel full & maintain energy if they eat 7 to 10 grams each morning of this part of a balanced diet; it doesn't have to be in cereal--1 pear alone has 5 grams"	fiber
3381	4456	2011-10-12	NATIONAL ANTHEMS	$400	"Egyptians ask in song, ""How can one count the blessings of"" this river ""for mankind"""	the Nile
3382	4457	2011-10-12	SHOW BIZ ROOMIES	$400	"Must've been quite a party when Kiefer Sutherland & this ""Iron Man"" roomed together in Hollywood"	Robert Downey Jr.
3383	4458	2011-10-12	CENTURY OF THE CRIME	$400	The kidnapping of Elizabeth Smart	the 21st century
3384	4459	2011-10-12	WOODS	$400	Created by this author, Mirkwood was originally called Greenwood until Sauron's shadow fell on it	Tolkien
3385	4460	2011-10-12	SAY CHEESE!	$400	"This ""homey"" type of cheese comes in small, medium & large curd options"	cottage cheese
3386	4461	2011-10-12	"GETTING YOUR ""DUE"""	$400	"Ash & pomace are examples of this, from the Latin for ""stay behind"""	residue
3387	4462	2011-10-12	NATIONAL ANTHEMS	$500	"Vatican City's anthem says, ""O noble Rome, you are the seat of"" this apostle, ""whose blood was shed in Rome"""	Peter
3388	4463	2011-10-12	SHOW BIZ ROOMIES	$800	"Dustin Hoffman shared NYC digs with both Robert Duvall & this ""French Connection"" star"	Gene Hackman
3389	4464	2011-10-12	CENTURY OF THE CRIME	$800	The great Brinks robbery	the 20th century
3390	4465	2011-10-12	WOODS	$800	The boy & his dad must move off the title thoroughfare & duck into the woods for safety in this Cormac McCarthy novel	The Road
3391	4466	2011-10-12	SAY CHEESE!	$800	Comical Dutch farmers know that this cheese is made backwards	edam
3392	4467	2011-10-12	"GETTING YOUR ""DUE"""	$800	"A reporter first used ""boilermaker"" to describe a winning football team from this university in 1891, & the name stuck"	Purdue
3393	4468	2011-10-12	NATIONAL ANTHEMS	$1200	"This country's anthem says, ""Thy name rouses the hearts of Punjab, Sind, Gujarat and Maratha"""	India
3394	4469	2011-10-12	SHOW BIZ ROOMIES	$1200	Robin Williams & this Superman lived together while studying at Juilliard	Christopher Reeve
3395	4470	2011-10-12	CENTURY OF THE CRIME	$1,500	The assassination of Jean-Paul Marat	the 18th century
3396	4471	2011-10-12	WOODS	$1200	"This ""American Buffalo"" playwright returned to nature with his 1977 play ""The Woods"""	Mamet
3397	4472	2011-10-12	SAY CHEESE!	$1200	This country's manchego is so named because the sheep that originally made it grazed on La Mancha's plains	Spain
3398	4473	2011-10-12	"GETTING YOUR ""DUE"""	$1200	"Dvorak wrote the ""Moravian"" these for soprano & contralto voices"	duets
3399	4474	2011-10-12	NATIONAL ANTHEMS	$1600	"In 2006 ""A Man's A Man For A' That"" lost a vote to ""Flower Of"" this British land as a possible future national anthem"	Scotland
3400	4475	2011-10-12	SHOW BIZ ROOMIES	$1600	"It's a sure thing Jeremy Piven roomed with this ""High Fidelity"" star after growing up with him in Chicago"	(John) Cusack
3401	4476	2011-10-12	CENTURY OF THE CRIME	$1600	Brutus earns an et tu from Julius Caesar	the 1st century B.C.
3402	4477	2011-10-12	WOODS	$1600	"The boy in this Shel Silverstein book gathers the title character's leaves & plays ""King of the Forest"""	The Giving Tree
3403	4478	2011-10-12	SAY CHEESE!	$1600	"Fromagerie Bel produces the <a href=""http://www.j-archive.com/media/2011-10-12_DJ_04.jpg"" target=""_blank"">little wheels</a> called Mini this, also a nickname for a type of telecom company"	Babybel
3404	4479	2011-10-12	"GETTING YOUR ""DUE"""	$1600	To overcome, like a police officer does to a perp	subdue
3405	4480	2011-10-12	NATIONAL ANTHEMS	$2000	"It's the ""land of Baluch, & Uzbeks, Pashtoons & Hazaras, Turkmen & Tajiks with Arabs & Gojars"""	Afghanistan
3406	4481	2011-10-12	SHOW BIZ ROOMIES	$2000	"In the '80s, Frances McDormand & this ""Saving Grace"" gal shared space in the Bronx"	Holly Hunter
3407	4482	2011-10-12	CENTURY OF THE CRIME	$2000	The murder of Thomas a Becket	the 12th century
3408	4483	2011-10-12	WOODS	$2000	"When Macbeth heard this wood ""began to move"" upon him, he probably turned a whiter shade of pale"	Birnam Wood
3409	4484	2011-10-12	SAY CHEESE!	$2000	The name of this gratable Italian hard cheese begins with a continent's name	asiago
3410	4485	2011-10-12	"GETTING YOUR ""DUE"""	$2000	This alliterative legal term refers to the care a prudent person would exercise in evaluating business risks	due diligence
3411	4486	2011-10-11	ONE-LINERS	$200	"George Burns: ""Happiness is having a large, loving, caring, close-knit"" one of these ""in another city"""	a family
3412	4487	2011-10-11	PURSE-ONALITIES	$200	Classic bag shapes inspire the Connecticut-based brand of purses called Dooney & this	Bourke
3413	4488	2011-10-11	TV SERIES FINALES	$200	Alan Shore & Denny Crane took bromance to a new level, tying the knot	Boston Legal
3414	4489	2011-10-11	SHE CREATED HIM	$200	Rhett Butler	Margaret Mitchell
3415	4490	2011-10-11	GOOGLE ME THIS!	$200	...president & you'll get his foundation's website listing offices in NYC & Little Rock	Bill Clinton
3416	4491	2011-10-11	GIVING BLOOD	$200	"(<a href=""http://www.j-archive.com/media/2011-10-11_J_22.jpg"" target=""_blank"">Sarah of the Clue Crew is being prepped to donate blood at an American Red Cross blood donation center in Washington, D.C.</a>) Before giving blood a simple test will ensure that you don't have anemia, & that donating blood won't bring it on, as you'll be giving up about 250 milligrams of this element"	iron
3417	4492	2011-10-11	ONE-LINERS	$400	"Fred Allen, 1950: This ""is a new medium.  It's called a medium because nothing is well done"""	television
3418	4493	2011-10-11	PURSE-ONALITIES	$400	She was Kate Brosnahan when she designed her first utilitarian purses, sold now as this brand	Kate Spade
3419	4494	2011-10-11	TV SERIES FINALES	$400	Miss Ellie turned Southfork Ranch over to Bobby	Dallas
3420	4495	2011-10-11	SHE CREATED HIM	$400	Severus Snape	J.K. Rowling
3421	4496	2011-10-11	GOOGLE ME THIS!	$400	...primate & you'll get the foundation that's the home to Koko, one famous for her sign language skills	a gorilla
3422	4497	2011-10-11	GIVING BLOOD	$3,000	"(<a href=""http://www.j-archive.com/media/2011-10-11_J_23.jpg"" target=""_blank"">Sarah of the Clue Crew is donating blood at an American Red Cross blood donation center in Washington, D.C.</a>)  Once your blood is collected it goes to a lab where it's separated into components, mainly red cells, platelets & this liquid part, which will be frozen until needed"	plasma
3423	4498	2011-10-11	ONE-LINERS	$600	"Will Rogers: This group, then with 96 members, ""opens with a prayer and closes with an investigation"""	the Senate
3424	4499	2011-10-11	PURSE-ONALITIES	$600	"He's made his ""Marc"" with his luxury purses, which often feature his signature ""MJ"" push lock detail"	Marc Jacobs
3425	4500	2011-10-11	TV SERIES FINALES	$600	Outgoing president Josiah Bartlet attended the inauguration of Matthew Santos	The West Wing
3426	4501	2011-10-11	SHE CREATED HIM	$600	Mr. Fitzwilliam Darcy	Jane Austen
3427	4502	2011-10-11	GOOGLE ME THIS!	$600	...automaker & you'll find information on its models like the Touareg & the GTI	VW (Volkswagen)
3428	4503	2011-10-11	GIVING BLOOD	$600	"(<a href=""http://www.j-archive.com/media/2011-10-11_J_24.jpg"" target=""_blank"">Kelly of the Clue Crew holds bags of blood at an American Red Cross blood donation center in Washington, D.C.</a>)  Every unit of blood is screened & tested for many different viruses, including HIV, & infections, including this--both B & C"	hepatitis
3429	4504	2011-10-11	ONE-LINERS	$800	"Oscar Levant: Joe DiMaggio's divorce from her ""proves that no man can be a success in 2 national pastimes"""	Marilyn Monroe
3430	4505	2011-10-11	PURSE-ONALITIES	$800	"The ""LV"" monogram canvas of this brand dates to 1896"	Louis Vuitton
3431	4506	2011-10-11	TV SERIES FINALES	$800	The 4 main characters were imprisoned for violating a Good Samaritan law	Seinfeld
3432	4507	2011-10-11	SHE CREATED HIM	$800	Simon Legree	Harriet Beecher Stowe
3433	4508	2011-10-11	GOOGLE ME THIS!	$800	...sports league & you'll find information on its teams, like Real Salt Lake & D.C. United	Major League Soccer
3434	4509	2011-10-11	GIVING BLOOD	$800	"(<a href=""http://www.j-archive.com/media/2011-10-11_J_25.jpg"" target=""_blank"">Kelly of the Clue Crew is donating blood at an American Red Cross blood donation center in Washington, D.C.</a>) The Red Cross could really use your blood if this is your blood type. Shared by only 7% of the population, it's the universal donor"	O negative
3435	4510	2011-10-11	ONE-LINERS	$1000	"Mitch Hedberg: This device ""can never break.  It can only become stairs"""	an escalator
3436	4511	2011-10-11	PURSE-ONALITIES	$1000	The Birkin bag, named for actress Jane Birkin, is a status symbol from this French company	Hermes
3437	4512	2011-10-11	TV SERIES FINALES	$1000	Lois & Clark had a wedding; Clark finally got the Superman suit, which he donned to save Lois aboard Air Force One	Smallville
3438	4513	2011-10-11	SHE CREATED HIM	$1000	Hercule Poirot	Agatha Christie
3439	4514	2011-10-11	GOOGLE ME THIS!	$1000	...religious denomination with more than 16 million members & you'll find its home page, www.sbc.net	Southern Baptist (Convention)
3440	4515	2011-10-11	GIVING BLOOD	$1000	"(<a href=""http://www.j-archive.com/media/2011-10-11_J_26.jpg"" target=""_blank"">Kelly of the Clue Crew preps to donate blood at an American Red Cross blood donation center in Washington, D.C.</a>)  Technically, the person who draws your blood is called this, from the Greek word for vein"	a phlebotomist
3441	4516	2011-10-11	COLLEGE SPORTS	$400	At a 1935 college track meet, he broke 3 world records & tied a fourth; then it was on to the Berlin Olympics	Jesse Owens
3442	4517	2011-10-11	THE SEC	$400	As its name says, the SEC regulates these S's & wants investors to know that unlike bank deposits, they can lose value	securities
3443	4518	2011-10-11	THE MOUNTAIN WEST	$400	Mount Whitney in this Western range is the highest peak in the lower 48 states	the Sierra Nevadas
3444	4519	2011-10-11	THE PATRIOT LEAGUE	$400	Commanding J.P. Morgan's converted yacht, Richard Wainwright was a hero of the Battle of Santiago in this 1898 war	the Spanish-American War
3445	4520	2011-10-11	THE SUN BELT	$400	The sun is about 25,000 light years from the center of this galaxy, & one of hundreds of billions of stars within it	the Milky Way
3446	4521	2011-10-11	"THE BIG ""TEN"""	$400	It's a broad-brimmed hat with a high crown, pardner	a ten-gallon hat
3447	4522	2011-10-11	COLLEGE SPORTS	$800	Hitting .361 as a sophomore got him a contract with the Yankees, but he'd win Super Bowls as a Bronco quarterback	John Elway
3448	4523	2011-10-11	THE SEC	$800	Before Congress in 2009, investigator Harry Markopolos lambasted the SEC's (non-)oversight of this Ponzi schemer	Bernie Madoff
3449	4524	2011-10-11	THE MOUNTAIN WEST	$800	Shira is the westernmost of the 3 extinct volcanoes that make up this highest peak in Africa	Kilimanjaro
3450	4525	2011-10-11	THE PATRIOT LEAGUE	$800	"1760s political activist James Otis is credited with the phrase ""taxation without"" this ""is tyranny"""	representation
3451	4526	2011-10-11	THE SUN BELT	$800	The temperature of this area of the Sun, also a term for the central part of a fleshy fruit, is close to 27 million degrees	the core
3452	4527	2011-10-11	"THE BIG ""TEN"""	$800	This cut of meat terminates before the ribs	tenderloin
3453	4528	2011-10-11	COLLEGE SPORTS	$1200	The model for this, originally called the Downtown Athletic Club trophy, was NYU football player Ed Smith	the Heisman
3454	4529	2011-10-11	THE SEC	$1200	To help enforce the regs, all the commissioners have this type of graduate degree, including from Yale & Harvard	a J.D. (a law degree)
3455	4530	2011-10-11	THE MOUNTAIN WEST	$1200	It's the highest peak in the Cascade range of the northwest	Mount Rainier
3456	4531	2011-10-11	THE PATRIOT LEAGUE	$3,000	Isaac Hull captained this ship in 1812 as cannonballs from the frigate Guerriere bounced off it	"the USS Constitution (""Old Ironsides"")"
3457	4532	2011-10-11	THE SUN BELT	$1200	These dark areas appear so because they are 4,000 degrees cooler than the rest of the Sun's visible surface	sunspots
3458	4533	2011-10-11	"THE BIG ""TEN"""	$1200	Ex-CIA head George, or a dogma held as true by members of a movement	a tenet
3459	4534	2011-10-11	COLLEGE SPORTS	$1600	"Last name of the twins seen <a href=""http://www.j-archive.com/media/2011-10-11_DJ_16.jpg"" target=""_blank"">here</a>; <a href=""http://www.j-archive.com/media/2011-10-11_DJ_16a.jpg"" target=""_blank"">they</a> put their oars in the water for Oxford as well as Harvard"	Winklevoss
3460	4535	2011-10-11	THE SEC	$1600	"The act that set up the SEC restricted buying stocks ""on"" this--no more than 45% of the market price could be borrowed credit"	margin
3461	4536	2011-10-11	THE MOUNTAIN WEST	$5,000	"These mountains west of the Hudson take their name from the Dutch for ""Wildcat Creek"""	the Catskills
3462	4537	2011-10-11	THE PATRIOT LEAGUE	$1600	Joshua Chamberlain held Little Round Top during this Civil War battle	Gettysburg
3463	4538	2011-10-11	THE SUN BELT	$1600	In about 5 billion years, the Sun will expand & become a red this; outer layers may reach 2 or even (gulp!) 3 planets	a giant
3464	4539	2011-10-11	"THE BIG ""TEN"""	$1600	An invertebrate's flexible appendage that serves as an organ of touch	a tentacle
3465	4540	2011-10-11	COLLEGE SPORTS	$2000	In 1965 this African American with an alliterative name won the singles & doubles college tennis titles	Arthur Ashe
3466	4541	2011-10-11	THE SEC	$2000	The SEC ensures equal access to information by all investors, this 12-letter quality also found in windows	transparency
3467	4542	2011-10-11	THE MOUNTAIN WEST	$2000	The highest peak in the Atlas Mountains, in the western part of the range, is Mount Toubkal in this monarchy	Morocco
3468	4543	2011-10-11	THE PATRIOT LEAGUE	$2000	Vulpine nickname given to patriot Francis Marion by the Brits	the Swamp Fox
3469	4544	2011-10-11	THE SUN BELT	$2000	The Sun converts about 4,5 million tons of matter into energy every second by this type of nuclear reaction	fusion
3470	4545	2011-10-11	"THE BIG ""TEN"""	$2000	1-word term for the inflammation of the fibrous structure that joins muscle to bone	tendonitis
3471	4546	2011-10-10	CELEBRITY MEMOIRS	$200	"One chapter in her book ""Bossypants"" is ""30 Rock: An Experiment to Confuse Your Grandparents"""	Tina Fey
