	index	Air Date	Category	Value	Question	Answer
1223	42329	2008-12-03	LITERATURE IN OTHER WORDS	$400	"A Joyce epic: ""Odysseus"""	Ulysses
1224	42330	2008-12-03	SHATNER HAPPENS	$400	In 1954 Bill appeared as Ranger Bob in the Canadian version of this classic kids' show	Howdy Doody
1225	42331	2008-12-03	AVIATION	$400	This low-fare airline founded in 1999 & based at JFK offers 36 free DirecTV channels at every seat	JetBlue
1226	42332	2008-12-03	AMERICA BEFORE THE REVOLUTION	$400	In 1586 this circumnavigator attacked & destroyed the Spanish fort at St. Augustine	Drake
1227	42333	2008-12-03	KING JAMES BIBLE QUOTATIONS	$400	"In Exodus it's ""eye for eye,"" this for this, ""hand for hand, foot for foot"""	tooth for tooth
1228	42334	2008-12-03	AN I FOR AN A	$400	A law partnership buys a piece of agricultural land	firm & farm
1229	42335	2008-12-03	LITERATURE IN OTHER WORDS	$800	"A puritanical tale: ""A Note From Miss Johansson"""	The Scarlet Letter
1230	42336	2008-12-03	SHATNER HAPPENS	$800	Psycho killer Mike Myers wears Bill's face--a Captain Kirk mask, painted white--in this 1978 horror classic	Halloween
1231	42337	2008-12-03	AVIATION	$800	This airport named for a former mayor served the Denver community for 66 years, until it closed in 1995	Stapleton Airport
1232	42338	2008-12-03	AMERICA BEFORE THE REVOLUTION	$800	In 1738, after 36 years of sharing a governor with New York, this colony got its own governor, Lewis Morris	New Jersey
1233	42339	2008-12-03	KING JAMES BIBLE QUOTATIONS	$800	"The motto of Johns Hopkins U., from John's gospel, is ""Veritas vos liberabit"", this ""shall make you free"""	truth
1234	42340	2008-12-03	AN I FOR AN A	$800	There was a sharp, unpleasant taste to the thick liquid for making the pancakes	bitter batter
1235	42341	2008-12-03	LITERATURE IN OTHER WORDS	$1200	"It has Dickensian structure: ""Desolate Abode"""	Bleak House
1236	42342	2008-12-03	SHATNER HAPPENS	$1200	"On his 1968 album ""The Transformed Man"", Bill...um... sings this Beatles classic, kaleidoscope eyes & all"	"""Lucy in the Sky with Diamonds"""
1237	42343	2008-12-03	AVIATION	$1200	In 1994 Northrop acquired this aerospace company, which became a part of its name	Grumman
1238	42344	2008-12-03	AMERICA BEFORE THE REVOLUTION	$1200	"A 1765 British law required of colonists this ""fractional"" Act, housing British soldiers"	Quartering
1239	42345	2008-12-03	KING JAMES BIBLE QUOTATIONS	$4,800	"""A soft answer turneth away wrath; but grievous words stir up anger"" is one of this book's adages"	Proverbs
1240	42346	2008-12-03	AN I FOR AN A	$1200	There with a type of pack on his aching shoulder sat the best pitcher on our staff	ice & ace
1241	42347	2008-12-03	LITERATURE IN OTHER WORDS	$10,800	"A Miller's tale: ""23 Degrees, 27 Minutes North of the Equator"""	Tropic of Cancer
1242	42348	2008-12-03	SHATNER HAPPENS	$1600	"A bewreathed & betogaed Bill shared a pioneering 1968 interracial Kiss with this ""Star Trek"" character"	Lieutenant Uhura
1243	42349	2008-12-03	AVIATION	$1600	Flying this plane 59.6 miles up in 1962, Robert White became the first non-NASA American to qualify as an astronaut	X-15
1244	42350	2008-12-03	AMERICA BEFORE THE REVOLUTION	$1600	An offshoot of the Salem colony, this city was founded on September 17, 1630 by John Winthrop & others	Boston
1245	42351	2008-12-03	KING JAMES BIBLE QUOTATIONS	$1600	"Paul wrote to the Corinthians, ""Let no man think me"" one of these; ""for ye"" suffer these ""gladly"""	fools
1246	42352	2008-12-03	AN I FOR AN A	$1600	"Irritating complaints may just be certain sour ""bunch"" fruits"	gripes & grapes
1247	42353	2008-12-03	LITERATURE IN OTHER WORDS	$2000	"An 1888 Kipling work: ""Prince Charles"""	"""The Man Who Would Be King"""
1248	42354	2008-12-03	SHATNER HAPPENS	$2000	"Bill's 200b autobiography begins, ""Call me... Captain James T. Kirk, or Sergeant T.J. Hooker, or"" this guy this guy"	Denny Crane
1249	42355	2008-12-03	AVIATION	$2000	In 1986 he & Jeana Yeager piloted the Voyager on the first non-stop, non-refueled flight around the world	(Dick) Rutan
1250	42356	2008-12-03	AMERICA BEFORE THE REVOLUTION	$2000	"In 1741 the Great Awakening reached a peak when he delivered the sermon ""Sinners in the Hands of an Angry God"""	Jonathan Edwards
1251	42357	2008-12-03	KING JAMES BIBLE QUOTATIONS	$2000	"Job knows ""though"" these ""destroy this body, yet in my flesh shall I see God"""	worms
1252	42358	2008-12-03	AN I FOR AN A	$2000	The cloth substitution meant that our salesman went out with a better sample of material	switch & swatch
1253	42359	2008-12-02	THE MIDDLE AGES	$200	In the Middle Ages this city's main street, Via del Corso, was used as a horse-racing course	Rome
1254	42360	2008-12-02	TEAMS' RETIRED JERSEYS	$200	Ray Nitschke, Bart Starr	the Packers
1255	42361	2008-12-02	"MEDICAL ""T"" TIME"	$200	Attention, fashion victims: shoes that are too tight may lead to ingrown these	toenails
1256	42362	2008-12-02	MEET THE BROWNS	$200	"Debbie Reynolds & Kathy Bates both played this ""unsinkable"" woman on film"	Molly Brown
1257	42363	2008-12-02	9-LETTER WORDS	$200	This cold-induced condition can progress dangerously from tingling to gangrene	frostbite
1258	42364	2008-12-02	THE INTERNATIONAL BUTLER ACADEMY	$200	"(<a href=""http://www.j-archive.com/media/2008-12-02_J_01.wmv"">Jimmy of the Clue Crew is served a potent potable from a special glassware at the International Butler Academy, the Netherlands.</a>)  Vintage port served at a dinner party should stand upright for 24 hours before uncorking, & it's imperative that once service starts, this container doesn't touch the table"	a decanter
1259	42365	2008-12-02	THE MIDDLE AGES	$400	In 1381 Wat Tyler led a failed peasants' revolt in England protesting this tax on voters	the poll tax
1260	42366	2008-12-02	TEAMS' RETIRED JERSEYS	$400	Julius Erving, Charles Barkley	the 76ers
1261	42367	2008-12-02	"MEDICAL ""T"" TIME"	$400	"Golfer's elbow is similar to this other ""sporty"" affliction, but golfer's elbow occurs on the inside of the joint"	tennis elbow
1262	42368	2008-12-02	MEET THE BROWNS	$400	In December 2006 thousands of fans & friends gathered at the Apollo Theater to pay their final respects to him	James Brown
1263	42369	2008-12-02	9-LETTER WORDS	$400	Hirsute arachnid of the Theraphosidae family	a tarantula
1264	42370	2008-12-02	THE INTERNATIONAL BUTLER ACADEMY	$400	"(<a href=""http://www.j-archive.com/media/2008-12-02_J_02.jpg"" target=""_blank"">Sarah of the Clue Crew sits at a place setting at the International Butler Academy, the Netherlands.</a>)  Spoon handles for this course should all face to the right, forks to the left, & they are always positioned above the place setting"	dessert
1265	42371	2008-12-02	THE MIDDLE AGES	$600	According to legend, a Norseman named Rurik settled in Novgorod in 862 & founded this country	Russia
1266	42372	2008-12-02	TEAMS' RETIRED JERSEYS	$600	Reggie White, Chuck Bednarik	the (Phialdelphia) Eagles
1267	42373	2008-12-02	"MEDICAL ""T"" TIME"	$600	If you have a deep cut or dirty wound, get a booster shot for this if you haven't had one in the last 5 yrs,	tetanus
1268	42374	2008-12-02	MEET THE BROWNS	$600	"His 1998 techno-thriller ""Digital Fortress"" focuses on NSA cryptographer Susan Fletcher"	Dan Brown
1269	42375	2008-12-02	9-LETTER WORDS	$600	"A synonym for ""ludicrous parody"", it's also the bawdy type of entertainment seen <a href=""http://www.j-archive.com/media/2008-12-02_J_18.jpg"" target=""_blank"">here</a>"	burlesque
1270	42376	2008-12-02	THE INTERNATIONAL BUTLER ACADEMY	$600	"(<a href=""http://www.j-archive.com/media/2008-12-02_J_03.jpg"" target=""_blank"">Jimmy of the Clue Crew keeps the shirt on his back at the International Butler Academy, the Netherlands.</a>)  The long staple or the long fiber of the cotton produced in this African country is the reason why the International Butler Academy considers it the best"	Egypt
1271	42377	2008-12-02	THE MIDDLE AGES	$800	Trial by fire & by water were part of this medieval procedure, now meaning any painful experience to be endured	trial by ordeal
1272	42378	2008-12-02	TEAMS' RETIRED JERSEYS	$800	Bobby Hull, Tony Esposito	Chicago Blackhawks
1273	42379	2008-12-02	"MEDICAL ""T"" TIME"	$1,400	Mozart wrote about eating pork cutlets before his final illness, which led to a 2001 theory that he died of this	trichinosis
1274	42380	2008-12-02	9-LETTER WORDS	$800	A branch of science, or a sympathetic rapport between 2 people	chemistry
1275	42381	2008-12-02	THE INTERNATIONAL BUTLER ACADEMY	$800	"(<a href=""http://www.j-archive.com/media/2008-12-02_J_04.jpg"" target=""_blank"">Sarah of the Clue Crew eats expensive fish eggs at the International Butler Academy, the Netherlands.</a>)  The academy teaches the proper serving of caviar--always use a nonmetallic spoon, perhaps one made of <a href=""http://www.j-archive.com/media/2008-12-02_J_04a.jpg"" target=""_blank"">this</a> material, from the interior of mollusks"	morther of pearl
1276	42382	2008-12-02	THE MIDDLE AGES	$1000	In 1096 this French monk & a knight known as Walter the Penniless set out for the holy land in the People's Crusade	Peter the Hermit
1277	42383	2008-12-02	TEAMS' RETIRED JERSEYS	$1000	Mike Scott, Nolan Ryan	Houston Astros
1278	42384	2008-12-02	"MEDICAL ""T"" TIME"	$1000	Swelling of the ankles may be an indication of DVT, or deep-vein this	thrombosis
1279	42385	2008-12-02	9-LETTER WORDS	$1000	"Starry navigational instrument seen <a href=""http://www.j-archive.com/media/2008-12-02_J_25.jpg"" target=""_blank"">here</a>"	an astrolabe
1280	42386	2008-12-02	THE INTERNATIONAL BUTLER ACADEMY	$1000	"(<a href=""http://www.j-archive.com/media/2008-12-02_J_05.jpg"" target=""_blank"">Sarah of the Clue Crew watches a butler fold napkins at the International Butler Academy, the Netherlands.</a>) Good butlers have at their disposal an arsenal of different napkin folds; this one involving several pleats has the same name as an Oscar Wilde play"	Lady Windermere's fan
1281	42387	2008-12-02	WORLD GEOGRAPHY	$400	"Before Europeans named Mt. Cook in this country, the Maori called it Aorangi, or ""cloud piercer"""	New Zealand
1282	42388	2008-12-02	ODE TO A SITCOM	$400	Sam & Diane, bar-toilers both / Sometimes, thou wishest to travel where ev'ryone knows thy name	Cheers
1283	42389	2008-12-02	NOBEL LITERATURE PRIZE WINNERS	$400	1953: This British politician	(Winston) Churchill
1284	42390	2008-12-02	LABOR	$400	In 1967 this future labor leader became an electrician at the shipyards in Gdansk	Lech Walesa
1285	42391	2008-12-02	VWLLSS CNTRS	$400	HT	Haiti
1286	42392	2008-12-02	BEFORE & AFTER	$400	A CONTROL secret agent is good at operating these weapons that are precisely guided to a target	Get Smart missile
1287	42393	2008-12-02	WORLD GEOGRAPHY	$800	Soc Trang & Can Tho are in the south of this Asian nation	Vietnam
1288	42394	2008-12-02	ODE TO A SITCOM	$800	Verily, Ross & Rachel walked love's true path but yea! / 'Twas a perilous road for Joey / Filled with cancellation	Friends
1289	42395	2008-12-02	NOBEL LITERATURE PRIZE WINNERS	$800	1995: This non-heat-packing seamus from Ireland	Seamus Heaney
1290	42396	2008-12-02	LABOR	$800	In August 1981 more than 11,000 of these federal workers were fired for participating in an illegal strike	air traffic controllers
1291	42397	2008-12-02	VWLLSS CNTRS	$800	ND	India
1292	42398	2008-12-02	BEFORE & AFTER	$800	"Dynastic ""Everyday People"" singing group that subdivides into paleolithic, mesolithic & neolithic periods"	Sly & the Family Stone Age
1293	42399	2008-12-02	WORLD GEOGRAPHY	$1200	Krk Island, the northernmost island in the Mediterranean, lies in this arm of the sea next to the Balkans	the Adriatic
1294	42400	2008-12-02	ODE TO A SITCOM	$1200	War & blood, blood & war / Hot Lips near cold corpses/ Comedy amidst pathos, thy name is Hawkeye	M*A*S*H
1295	42401	2008-12-02	NOBEL LITERATURE PRIZE WINNERS	$1200	"1957: This Frenchman who wrote ""The First Man"" & ""The Plague"""	Albert Camus
1296	42402	2008-12-02	LABOR	$1200	The term for those responsible for harnessing up the mules each morning lives on in the name of this labor union	the Teamsters
1297	42403	2008-12-02	VWLLSS CNTRS	$1200	BNN	Benin
1298	42404	2008-12-02	BEFORE & AFTER	$1200	A trend-setting sports network with new hosts JC Chasez, Joey Fatone & Lance Bass	ESPN SYNC
1299	42405	2008-12-02	WORLD GEOGRAPHY	$1600	This emirate NW of the United Arab Emirates is on a peninsula jutting 100 miles northward into the Persian Gulf	Qatar
1300	42406	2008-12-02	ODE TO A SITCOM	$1600	Toby...sad sad sad sad Toby! / Your heart sang for Pam but Jim hath won the day / Yet move not to Costa Rica in shame!	The Office
1301	42407	2008-12-02	NOBEL LITERATURE PRIZE WINNERS	$1600	1969: This playwright: did they keep him waiting?	Beckett
1302	42408	2008-12-02	LABOR	$3,000	This board, established by the Wagner Act in 1935, allows workers to belong to the union of their choosing	the National Labor Relations Board
1303	42409	2008-12-02	VWLLSS CNTRS	$1600	CRT	Croatia
1304	42410	2008-12-02	BEFORE & AFTER	$1600	Bobby McFerrin song to a McDonald's kids' offering	"""Don't Worry, Be Happy Meal"""
1305	42411	2008-12-02	WORLD GEOGRAPHY	$8,000	At the beginning of World War I, this was the only independent nation in West Africa	Liberia
1306	42412	2008-12-02	ODE TO A SITCOM	$2000	"Oh, Liz Lemon, persevere! / Though Tracy maketh films like ""Honky Grandma Be trippin""' / Persevere!"	30 Rock
1307	42413	2008-12-02	NOBEL LITERATURE PRIZE WINNERS	$2000	1978: This Yiddish tale-teller	Isaac Basehevis Singer
1308	42414	2008-12-02	LABOR	$2000	Chicago's Haymarket riot began during a rally for strikers at this agricultural equipment maker	McCormick
1309	42415	2008-12-02	VWLLSS CNTRS	$2000	STN	Estonia
1310	42416	2008-12-02	BEFORE & AFTER	$2000	Fleegle & Bingo are about to unthinkingly make a controversial grammatical decision	a Banana Split infinitive
1311	42417	2008-12-01	POTENT PORTABLES	$200	In January 1935 Krueger's Brewery of Newark , N.J. became the first to sell beer in these	cans
1312	42418	2008-12-01	NEW YORK CITY SONGS	$200	"This duo's ""59th Street Bridge Song"" is subtitled ""Feelin' Groovy"""	Simon & Garfunkel
1313	42419	2008-12-01	PRESIDENTIAL WIT	$200	"Arriving at the hospital on March 30, 1981, he told one of his doctors, ""I hope you're a Republican"""	Ronald Reagan
1314	42420	2008-12-01	FUN WITH A PORPOISE	$200	"2 porpoises or as many as 100 traveling together make up this, just like ""two peas"""	a pod
1315	42421	2008-12-01	2008: A SUBPRIME YEAR	$200	In Sept. 2007 shares of this brokerage house were a bullish $75; in Sept. 2008 it got bought for $29 a share	Merrill Lynch
1316	42422	2008-12-01	"CROSSWORD CLUES ""K"""	$200	Long-tailed marsupial (8)	a kangaroo
1317	42423	2008-12-01	POTENT PORTABLES	$400	"Surfers & slackers rejoice! Reef Sportswear's ""Dram"" line holds secret shots in the heels of these beach items"	sandals
1318	42424	2008-12-01	NEW YORK CITY SONGS	$400	"A show tune says, ""Come and meet those dancing feet, on the avenue I'm taking you to""--this title one"	"""42nd Street"""
1319	42425	2008-12-01	PRESIDENTIAL WIT	$400	"In 1953 he told visitors, ""There is one thing about being president--nobody can tell you when to sit down"""	Eisenhower
1320	42426	2008-12-01	FUN WITH A PORPOISE	$400	"As seen in the <a href=""http://www.j-archive.com/media/2008-12-01_J_21.jpg"" target=""_blank"">photograph</a>, the finless porpoise is so named because it lacks this fin on its back"	a dorsal fin
1321	42427	2008-12-01	2008: A SUBPRIME YEAR	$400	On Sept. 7, 2008 the government announced a takeover of these 2 mortgage-backing companies	Freddie Mac & Fannie Mae
1322	42428	2008-12-01	"CROSSWORD CLUES ""K"""	$400	Buzzing, uh, musical instrument? (5)	a kazoo
1323	42429	2008-12-01	POTENT PORTABLES	$600	Cansha hear me now, shweetie? Franmara, Inc. has a 3-oz. flask shaped like this ...$24.99 & no roaming charges!	a cell phone
1324	42430	2008-12-01	NEW YORK CITY SONGS	$600	"This title line precedes ""Remember me to Herald Square!"""	"""Give My Regards to Broadway"""
1325	42431	2008-12-01	PRESIDENTIAL WIT	$600	"In a January 6, 1947 diary entry, he called the White House the ""great white jail"""	Harry Truman
1326	42432	2008-12-01	FUN WITH A PORPOISE	$600	In contrast to sharks, porpoises have a poor sense of taste & lack this sense altogether	smell
1327	42433	2008-12-01	2008: A SUBPRIME YEAR	$600	Sept. 16 brought an $85 billion government loan to this insurance organization operating in 130 countries	AIG
1328	42434	2008-12-01	"CROSSWORD CLUES ""K"""	$600	Israeli agricultural collective (7)	a kibbutz
1329	42435	2008-12-01	POTENT PORTABLES	$800	"In your cups, indeed! The ""Winerack"" holds 25 oz. of your favorite potable in one of these"	a sportsbra
1330	42436	2008-12-01	NEW YORK CITY SONGS	$800	"Christopher Cross sang, ""If you get caught between"" this & NYC, ""the best that you can do is fall in love"""	the Moon
1331	42437	2008-12-01	PRESIDENTIAL WIT	$800	"This 16th pres. said about a lawyer, ""He can compress the most words into the smallest ideas of any man I ever met"""	Lincoln
1332	42438	2008-12-01	FUN WITH A PORPOISE	$800	The smallest porpoise is the critically endangered vaquita of this gulf just w. of Mexico's mainland	the Gulf of California
1333	42439	2008-12-01	2008: A SUBPRIME YEAR	$800	"On Sept. 19 this treasury secy. proposed a several-hundred-billion-dollar ""Troubled Asset Relief Program"""	Henry Paulson
1334	42440	2008-12-01	"CROSSWORD CLUES ""K"""	$800	DuPont's bulletproof fiber (6)	Kevlar
1335	42441	2008-12-01	POTENT PORTABLES	$1000	You can carry 80 oz. of suds under your shirt with the removable spare tire sold under this descriptive name	a Beerbelly
1336	42442	2008-12-01	NEW YORK CITY SONGS	$1000	"(<a href=""http://www.j-archive.com/media/2008-12-01_J_19.jpg"" target=""_blank"">Kelly of the Clue Crew stands in a park.</a>) In the song ""Danke Schoen"", you'll find the lyric ""I recall"" this 4-word phrase, and that's what I'm experiencing now"	"""Central Park in fall"""
1337	42443	2008-12-01	PRESIDENTIAL WIT	$1000	"He said he made his brother attorney general ""to give him...experience before he goes out to practice law"""	JFK
1338	42444	2008-12-01	FUN WITH A PORPOISE	$1,600	Like whales, porpoises belong to this order of mammals	cetaceans
1339	42445	2008-12-01	2008: A SUBPRIME YEAR	$1000	1 of the last 2 major high-flying investment banks that became regular old banks on Sept. 21	Morgan Stanley or Goldman Sachs
1340	42446	2008-12-01	"CROSSWORD CLUES ""K"""	$1000	An arch's wedge-shaped summit piece (8)	a keystone
1341	42447	2008-12-01	PORTENT POTABLES	$400	The Vikings used human blood to christen their ships; thank Odin this potent potable is traditional today	champagne
1342	42448	2008-12-01	6-WORD BEST PICTURE PLOTS	$400	Philly fighter fed by fierce fisticuffs	Rocky
1343	42449	2008-12-01	SHAKESPEARE	$400	In this play the Duke of Albany is Goneril's husband	King Lear
1344	42450	2008-12-01	ROYALTY	$400	In 1999 Abdullah II succeeded his late father, King Hussein, as this country's monarch	Jordan
1345	42451	2008-12-01	U.S. CITIES IN FOREIGN LANDS	$400	Denver's windmill has been restored, so take the A10 in Norfolk County to visit it in this country	England
1346	42452	2008-12-01	"A ""P.C."" CATEGORY"	$400	Game maker Milton Bradley also invented this one-armed office slicing device	a paper cutter
1347	42453	2008-12-01	PORTENT POTABLES	$800	New Orleans' mayor warned a post-Katrina Mardi Gras crowd that it's bad luck to drink a toast with this stuff	water
1348	42454	2008-12-01	6-WORD BEST PICTURE PLOTS	$800	Acrimony accompanies aberrant Austrian amateur's ascent	Amadeus
1349	42455	2008-12-01	SHAKESPEARE	$800	"In ""The Merchant of Venice"", Jessica is his daughter"	Shylock
1350	42456	2008-12-01	ROYALTY	$800	In 1870 a Spanish queen of this famous name abdicated	Isabella
1351	42457	2008-12-01	U.S. CITIES IN FOREIGN LANDS	$800	If you're on the Mosquito Coast, don't forget to visit Atlanta in this country	Nicaragua
1352	42458	2008-12-01	"A ""P.C."" CATEGORY"	$10,800	"Title 7 of California's this covers ""crimes against public justice"""	the penal code
1353	42459	2008-12-01	PORTENT POTABLES	$1200	"A traditional Irish toast runs, ""may the Lord keep you in his hand and never close"" this ""too 'tight on you"""	his fist
1354	42460	2008-12-01	6-WORD BEST PICTURE PLOTS	$1200	Suicidal soldier sees Sioux, sights stampede	Dances with Wolves
1355	42461	2008-12-01	SHAKESPEARE	$1200	"In this play Guildenstern says, ""O, there has been much throwing about of brains"""	Hamlet
1356	42462	2008-12-01	ROYALTY	$3,000	On Feb. 19, 1960 he became the first child born to a reigning British monarch in 103 years	Prince Andrew
1357	42463	2008-12-01	U.S. CITIES IN FOREIGN LANDS	$1200	Ski on Antuco Volcano close to Los Angeles near the Argentine border of this country	Chile
1358	42464	2008-12-01	"A ""P.C."" CATEGORY"	$1200	Total income divided by population gets you this figure	per capita
1359	42465	2008-12-01	PORTENT POTABLES	$1600	"In Scots lore a single person who gets the last ""lucky"" glass in a New Year's bottle will soon do this (Lucky? Och!)"	get married
1360	42466	2008-12-01	6-WORD BEST PICTURE PLOTS	$1600	Taking trip, Tom transports toothpick tallier	Rain Man
1361	42467	2008-12-01	SHAKESPEARE	$1600	The title of this comedy refers to Mistress Ford & Mistress Page	The Merry Wives of Windsor
1362	42468	2008-12-01	ROYALTY	$1600	This country was still involved in the 30 Years' War when Queen Christina came to power in 1644	Sweden
1363	42469	2008-12-01	U.S. CITIES IN FOREIGN LANDS	$1600	Orlando in this country does not have Disney World, but nearby Soweto is becoming a tourist destination	South Africa
1364	42470	2008-12-01	"A ""P.C."" CATEGORY"	$1600	"(<a href=""http://www.j-archive.com/media/2008-12-01_DJ_29.jpg"" target=""_blank"">Jimmy of the Clue Crew points out an animated traffic diagram.</a>)  Because of their triangular shape, traffic islands that separate right-turning vehicles are named for this meat item"	a pork chop
1365	42471	2008-12-01	PORTENT POTABLES	$2000	The royal navy has a traditional toast for each day of the week; Saturday's is to these, may they never meet	wives and girlfriends
1366	42472	2008-12-01	6-WORD BEST PICTURE PLOTS	$2000	Card-cheating con men create Chicago chaos	The Sting
1367	42473	2008-12-01	SHAKESPEARE	$2000	"He says, ""The fault, dear Brutus, is not in our stars, but in ourselves, that we are underlings"""	Cassius
1368	42474	2008-12-01	ROYALTY	$2000	On paper the name of this first king of Poland looks a lot like coleslaw; try some!	Boleslav
1369	42475	2008-12-01	U.S. CITIES IN FOREIGN LANDS	$2000	In Victoria, the town of Portland is an ideal spot to visit the southern coast of this country	Australia
1370	42476	2008-12-01	"A ""P.C."" CATEGORY"	$2000	This body once advised the British sovereign on matters of state	the Privy Council
1371	42477	2008-11-28	WORLD TRAVEL	$200	After a 15-year restoration, the ruins of Nero's Golden Palace, Domus Aurea, reopened in this city in 1999	Rome
1372	42478	2008-11-28	1983: THE YEAR IN ENTERTAINMENT	$200	This Michael Jackson album spent 37 weeks at No. 1	Thriller
1373	42479	2008-11-28	"WOMEN ""R"" US"	$200	In 1983 this California girl became the first American woman in space	Sally Ride
1374	42480	2008-11-28	ADDICTIONARY	$200	A right-handed golfer's shot pulled so it curves to the left is said to be this	a hook (or hooked)
1375	42481	2008-11-28	SOUNDS OF MADISON AVE.	$200	"As of 2007, this company represented by the sound heard <a href=""http://www.j-archive.com/media/2008-11-28_J_04.mp3"">here</a> had 20 consecutive years of profitability"	Intel
1376	42482	2008-11-28	ARLINGTON NATIONAL CEMETERY	$200	"(<a href=""http://www.j-archive.com/media/2008-11-28_J_01.jpg"" target=""_blank"">Sarah of the Clue Crew reports from the Arlington National Cemetery in Virginia.</a>) This person's inspiration for the eternal flame on John F. Kennedy's grave was the one on Paris's Tomb of the Unknown Soldier"	Jacqueline Kennedy
1377	42483	2008-11-28	WORLD TRAVEL	$400	"The Knopf guide to this country features sections on ""Nomads' tents"" and ""Matisse in Tangier"""	Morocco
1378	42484	2008-11-28	1983: THE YEAR IN ENTERTAINMENT	$400	"First Lady Nancy Reagan took her ""Just say no"" campaign to this Gary Coleman sitcom"	Diff'rent Strokes
1379	42485	2008-11-28	"WOMEN ""R"" US"	$400	In 2007 this Brit ranked as the second-richest woman in entertainment after Oprah	JK Rowling
1380	42486	2008-11-28	ADDICTIONARY	$400	Removal of some of one's money from a bank account	a withdrawal
1381	42487	2008-11-28	SOUNDS OF MADISON AVE.	$400	"This store promises to have your ink or toner cartridge with the slogan ""That was easy"""	Staples
1382	42488	2008-11-28	ARLINGTON NATIONAL CEMETERY	$400	"(<a href=""http://www.j-archive.com/media/2008-11-28_J_02.jpg"" target=""_blank"">Jimmy of the Clue Crew reports from the Arlington National Cemetery in Virginia.</a>) The Tomb of the Unknowns holds and honors unidentified soldiers from these three 20th-century conflicts"	World War I, World War II, and the Korean War
1383	42489	2008-11-28	WORLD TRAVEL	$600	With its quiet beauty of cliffs & coral, the peninsula of this sultanate is billed as the anti-Dubai	Oman
1384	42490	2008-11-28	1983: THE YEAR IN ENTERTAINMENT	$600	Its ensemble cast included Kevin Kline, Glenn Close & William Hurt	The Big Chill
1385	42491	2008-11-28	"WOMEN ""R"" US"	$600	In 2002 this former attorney general ran for governor of Florida	Janet Reno
1386	42492	2008-11-28	ADDICTIONARY	$600	To the taxman, your child is this type of deduction	dependent
1387	42493	2008-11-28	SOUNDS OF MADISON AVE.	$600	"Baby, you can drive <a href=""http://www.j-archive.com/media/2008-11-28_J_06.mp3"">this</a> make of car  <i>""Zoom-zoom""</i>"	Mazda
1388	42494	2008-11-28	ARLINGTON NATIONAL CEMETERY	$600	"(<a href=""http://www.j-archive.com/media/2008-11-28_J_03.jpg"" target=""_blank"">Jimmy of the Clue Crew reports from the Arlington National Cemetery in Virginia.</a>) This 5-sided granite marker here at Arlington honors victims from the 2001 attack on this nearby location"	the Pentagon
1389	42495	2008-11-28	WORLD TRAVEL	$800	Instead of going the whole 6,000 miles on this line, you can change at Tarskaya to the Trans-Manchurian for Beijing	the Trans-Siberian Railway
1390	42496	2008-11-28	1983: THE YEAR IN ENTERTAINMENT	$800	"Noel Coward's ""Private Lives"" was revived on Broadway with this divorced couple playing a divorced couple"	Elizabeth Taylor & Richard Burton
1391	42497	2008-11-28	"WOMEN ""R"" US"	$800	Corrine is the given name of this ABC & NPR correspondent	(Cokie) Roberts
1392	42498	2008-11-28	ADDICTIONARY	$800	"Mike, we think you have a problem, so we're having this, from the Latin for ""come between"""	an intervention
1393	42499	2008-11-28	SOUNDS OF MADISON AVE.	$800	This 4-word question is Capital One's catchphrase	"""What's in your wallet?"""
1394	42500	2008-11-28	ARLINGTON NATIONAL CEMETERY	$800	"(<a href=""http://www.j-archive.com/media/2008-11-28_J_08.jpg"" target=""_blank"">Sarah of the Clue Crew reports from the Arlington National Cemetery in Virginia.</a>) This memorial is dedicated to the crew of this craft, who, as Reagan said, ""slipped the surly bonds of Earth and touched the face of God"""	the Challenger
1395	42501	2008-11-28	WORLD TRAVEL	$1000	Music lovers pay homage to this composer by visiting Ainola, his home near Helsinki	Jean Sibelius
1396	42502	2008-11-28	1983: THE YEAR IN ENTERTAINMENT	$1000	Barbara Stanwyck won an Emmy for playing Meggie's manipulative & wealthy aunt in this TV miniseries	The Thorn Birds
1397	42503	2008-11-28	"WOMEN ""R"" US"	$1000	This symbolic woman was on the cover of the May 29, 1943 Saturday Evening Post	Rosie the Riveter
1398	42504	2008-11-28	ADDICTIONARY	$1000	"Mike, to get well you need to go somewhere for this, from the Latin for ""restore"""	rehabilitation
1399	42505	2008-11-28	SOUNDS OF MADISON AVE.	$1000	"<a href=""http://www.j-archive.com/media/2008-11-28_J_10.mp3"">This</a> auto insurer touts the simplicity of using its website  <i>""It's so easy, a caveman could do it.""<i>"	GEICO
1400	42506	2008-11-28	ARLINGTON NATIONAL CEMETERY	$1000	"(<a href=""http://www.j-archive.com/media/2008-11-28_J_09.jpg"" target=""_blank"">Jimmy of the Clue Crew reports from the Arlington National Cemetery in Virginia.</a>) A Scottish cairn, or stone monument, marks the memorial to the 270 killed in the 1988 terrorist attack in the skies above this village"	Lockerbie
1401	42507	2008-11-28	STEELY DAN	$400	Before breaking up in 1981, Steely Dan released an album named for this kind of South American cowboy	a gaucho
1402	42508	2008-11-28	HEY 19	$400	Sodom & Gomorrah are destroyed in Chapter 19 of this Biblical book	Genesis
1403	42509	2008-11-28	REELIN' IN THE YEARS	$1,500	"It's the year of the quote ""Not since Adam has any human known such solitude as Mike Collins"""	1969
