	index	Air Date	Category	Value	Question	Answer
198	198	2012-01-23	CAN I HAVE A MOMENT?	$1600	"""Old Bloomsbury"" is a section in ""Moments of Being"", a collection of reminiscences by this writer"	Virginia Woolf
199	199	2012-01-23	REAL PEOPLE IN NOVELS	$4,000	"The novel ""The Paris Wife"" is narrated by Hadley Richardson, this writer's first wife"	(Ernest) Hemingway
200	200	2012-01-23	TALK ABOUT THE WEATHER	$5,600	"It's the 5-word phrase associated with the logo seen <a href=""http://www.j-archive.com/media/2012-01-23_DJ_09.jpg"" target=""_blank"">here</a>"	"""When it rains, it pours"""
201	201	2012-01-23	SCIENCE-FICTION TV	$1600	They're not fraternity members, they're an elite team of mental superstars led by David Strathairn on Syfy	Alphas
202	202	2012-01-23	COUNTRY GROUPS	$2000	It's a common 3-syllable acronym for the low countries	Benelux
203	203	2012-01-23	"PICTURE THE ""S"""	$2000	"The 19th century passage, ""an old"" this, in which my father had kept his private papers, refers to a desk like the one <a href=""http://www.j-archive.com/media/2012-01-23_DJ_20.jpg"" target=""_blank"">here</a>"	a secretary
204	204	2012-01-23	CAN I HAVE A MOMENT?	$2000	"3-word phrase for a decisive instant; Arthur Koestler defined it as ""the sudden emergence of a new insight"""	a moment of truth
205	205	2012-01-23	REAL PEOPLE IN NOVELS	$2000	"Hilary Mantel won the Man Booker prize for ""Wolf Hall"", told from the perspective of this advisor to Henry VIII"	Thomas Cromwell
206	206	2012-01-23	TALK ABOUT THE WEATHER	$2000	"When you're down & out, you're said to be ""in"" this belt of calm, light winds near the equator"	the doldrums
207	207	2012-01-23	SCIENCE-FICTION TV	$2000	This show about a very old time lord from the planet Gallifrey debuted on the BBC in 1963	Doctor Who
208	208	2012-01-20	COMMON COLD	$200	"This 5-letter adjective refers to 2 places on earth & is frequently used befgore ""opposite"""	polar
209	209	2012-01-20	CHICKEN SOUP	$200	This McPoultry product from McDonald's went on sale nationwide in 1983	McNuggets
210	210	2012-01-20	"CLEAN ""X"""	$200	This scouring powder is named for a mythical warrior who fought in the Trojan War	Ajax
211	211	2012-01-20	AIRBORNE	$200	It figures that Otto was the name of the autopilot in this 1980 movie comedy in the clouds	Airplane
212	212	2012-01-20	NIGHT QUILL	$200	In the 1880s explorer Sir Richard Burton prepared a 16-volume English translation of these tales	the Arabian Nights
213	213	2012-01-20	COMMON COLD	$400	It can describe the chilled morning air or a pooch prone to biting	nippy
214	214	2012-01-20	CHICKEN SOUP	$400	Per the American Heritage Dictionary, one of the 2 chicken internal organs that represent cowardice	the liver (or the heart)
215	215	2012-01-20	"CLEAN ""X"""	$400	This company that's synonymous with bleach also makes the Green Works line of cleaning products	Clorox
216	216	2012-01-20	AIRBORNE	$400	Tom Hanks & several FedEx packages survive a particularly bumpy flight in this film	Castaway
217	217	2012-01-20	NIGHT QUILL	$1,600	"Searching for this character, Mr. Utterson says, ""I shall be Mr. Seek"" & one night does find him"	Edward Hyde
218	218	2012-01-20	COMMON COLD	$600	Joy to the world!  A band took its name from this phrase describing how chilled Aboriginies slept with pets for heat	Three Dog Night
219	219	2012-01-20	CHICKEN SOUP	$600	"The moral of ""The Milkmaid & Her Pail"" is ""don't"" do this"	Don't count your chickens before they hatch
220	220	2012-01-20	"CLEAN ""X"""	$600	Ben Hirsch invented this liquid auto polish; the brand now includes car wash & chrome polish	Turtle Wax
221	221	2012-01-20	AIRBORNE	$600	Nicolas Cage plays Cameron Poe, a prisoner with a heart of gold, in this flighty film	Conair
222	222	2012-01-20	NIGHT QUILL	$600	"Blake wrote that this, ""like a flower / in heaven's high bower / with silent delight / sits and smiles of the night"""	the moon
223	223	2012-01-20	VICKSBURG	$600	The CSS Arkansas, one of these ships named for its armor, had a glorious 23-day career in the campaign	ironclad
224	224	2012-01-20	COMMON COLD	$800	"When used before ""pace"", it means really slow; otherwise, it refers to masses of ice"	glacial
225	225	2012-01-20	CHICKEN SOUP	$800	"A book of chicken recipes by Wade Boggs is titled these ""Tips"""	Fowl
226	226	2012-01-20	"CLEAN ""X"""	$800	"This blue spray offers a ""streak-free shine"""	Windex
227	227	2012-01-20	AIRBORNE	$800	One of the President's own men is a terrorist when the title plane gets hijacked in this 1997 actioner	Air Force One
228	228	2012-01-20	NIGHT QUILL	$800	"Works by this beloved children's author/illustrator include ""In The Night Kitchen"""	(Maurice) Sendak
229	229	2012-01-20	VICKSBURG	$800	"This general found himself ""in the enemy's country, with a vast river... between me and my base of supplies""; he won anyway"	(Ulysses) Grant
230	230	2012-01-20	COMMON COLD	$1000	"This word that R--Er, that sounds a lot like ""dime"" refers to frost formed in fog"	rime
231	231	2012-01-20	CHICKEN SOUP	$1000	"""Hang on tight"" to this term for a bunch of eggs from a brood of chickens"	a clutch
232	232	2012-01-20	"CLEAN ""X"""	$1000	20 Mule Team this, a natural detergent booster, has been around since the 19th Century	Borax
233	233	2012-01-20	AIRBORNE	$1000	Vera Farmiga & Anna Kendrick were both nominated for Oscars for this 2009 film	Up In The Air
234	234	2012-01-20	NIGHT QUILL	$1000	"""December Night"" is a faith-restoring episode in Willa Cather's ""Death Comes For"" this churchman"	the Archbishop
235	235	2012-01-20	VICKSBURG	$1000	6 weeks before the actual surrender, the Confederates raised the white flag but only to ask for a truce to do this	bury their dead
236	236	2012-01-20	ALLITERATIVELY YOURS	$400	Kids wear them on their arms to stay afloat	water wings
237	237	2012-01-20	FAMOUS WOMEN	$400	"Though female, <a href=""http://www.j-archive.com/media/2012-01-20_DJ_14.jpg"" target=""_blank"">she</a> claimed to have the heart and stomach of a king"	Queen Elizabeth I
238	238	2012-01-20	COPPING OUT ON TV	$400	Just one more thing, sir ... the first run of this Peter Falk detective show played on NBC from 1971 to 1977	Columbo
239	239	2012-01-20	"""U-R"" THERE"	$400	In winter, when it's cold enough, you can snowmobile across this Great Lake to get to Mackinac Island	Huron
240	240	2012-01-20	PHYSICS	$400	"This stuff, crucial to the ""Star Trek""episode ""The Alternative Factor"", consists of antiparticles like antiprotons"	antimatter
241	241	2012-01-20	SPELLING IT OUT IN ROMAN NUMERALS	$400	11; turns out it's also the 14th letter of the Greek alphabet	x-i
242	242	2012-01-20	ALLITERATIVELY YOURS	$800	These events terrorized black citizens in Springfield, Ill. in 1908 & Tulsa, Okla. in 1921	race riots
243	243	2012-01-20	FAMOUS WOMEN	$800	"A former spy, <a href=""http://www.j-archive.com/media/2012-01-20_DJ_22.jpg"" target=""_blank"">she</a> cooked up some excitement of her own as an author and TV host"	Julia Child
244	244	2012-01-20	COPPING OUT ON TV	$800	"This '70s show had 3 things going for it:  Wo Fat, a killer theme song & a snappy catch-phrase (""Book 'em, Danno"")"	Hawaii Five-O
245	245	2012-01-20	"""U-R"" THERE"	$800	The small European part of this country lies in Thrace; the rest is in Asia	Turkey
246	246	2012-01-20	PHYSICS	$800	"Add this word to ""electro"" to get the adjective for electrical phenomena produced by charges at rest"	electrostatic
247	247	2012-01-20	SPELLING IT OUT IN ROMAN NUMERALS	$800	Now you're in a pickle with 501, 50 & 50	d-i-l-l
248	248	2012-01-20	ALLITERATIVELY YOURS	$1,600	"By request of director Roman Polanski, this function was disabled on the DVD of ""Knife in the Water"""	fast forward
249	249	2012-01-20	FAMOUS WOMEN	$1200	"She's seen <a href=""http://www.j-archive.com/media/2012-01-20_DJ_23.jpg"" target=""_blank"">here</a>, perhaps contemplating a creative homicide"	Agatha Christie
250	250	2012-01-20	COPPING OUT ON TV	$1200	Sheena Easton played Caitlin, Don Johnson's girlfriend on this '80s cop show	Miami Vice
251	251	2012-01-20	"""U-R"" THERE"	$1200	To visit the birthplace of Pancho Villa, drive your Dodge SUV to this Mexican state of the same name	Durango
252	252	2012-01-20	PHYSICS	$1200	This particle in an atom's nucleus was discovered free of charge in 1932	a neutron
253	253	2012-01-20	SPELLING IT OUT IN ROMAN NUMERALS	$1200	509; it's a fort in Jersey	D-i-x
254	254	2012-01-20	ALLITERATIVELY YOURS	$1600	A nation's fleet of commercial ships	the merchant marine
255	255	2012-01-20	FAMOUS WOMEN	$1600	"In 1992, <a href=""http://www.j-archive.com/media/2012-01-20_DJ_28.jpg"" target=""_blank"">this</a> woman endeavoured to achieve an historic first, and she did"	Mae Jemison
256	256	2012-01-20	"""U-R"" THERE"	$1600	In 1989, the Union of this, it's official English name since 1885, was changed to the Union of Myanmar	Burma
257	257	2012-01-20	PHYSICS	$1600	"Grouped in pairs, these fundamental particles of atomic nulcei come in 6 ""flavors"" or types"	quarks
258	258	2012-01-20	SPELLING IT OUT IN ROMAN NUMERALS	$1600	Be nice & string together the letters for 100, 4, 1, 50 to get this word	c-i-v-i-l
259	259	2012-01-20	ALLITERATIVELY YOURS	$2000	"Seen <a href=""http://www.j-archive.com/media/2012-01-20_DJ_25.jpg"" target=""_blank"">here</a>, it's used to signal a footnote when you've run out of other symbols"	a double dagger
260	260	2012-01-20	FAMOUS WOMEN	$2000	"During <a href=""http://www.j-archive.com/media/2012-01-20_DJ_29.jpg"" target=""_blank"">her</a> rule in antiquity, she was often depicted as a male with a beard"	Hatshepsut
261	261	2012-01-20	COPPING OUT ON TV	$2000	"Ironically, Ben McKenzie moved north from ""The O.C."" to star as Officer Ben Sherman on this TNT drama"	Southland
262	262	2012-01-20	"""U-R"" THERE"	$2,400	"As indicated on <a href=""http://www.j-archive.com/media/2012-01-20_DJ_13.jpg"" target=""_blank"">the map</a>, they are South America's two smallest independent countries in area"	Uruguay and Suriname
263	263	2012-01-20	PHYSICS	$2000	The idea that in a closed system matter is neither created nor destroyed is referred to by this 3-word phrase	conservation of matter
264	264	2012-01-20	SPELLING IT OUT IN ROMAN NUMERALS	$2000	The letters for 1,001 followed by 50 give you this word, a unit of length equal to .001 inches	mil
265	265	2012-01-19	A SHAKESPEARE PLAY, FOR OPENERS	$200	"This play opens on the battlements of the castle at Elsinore as Barnardo asks, ""who's there?"""	Hamlet
266	266	2012-01-19	THAT'S BUSINESS	$200	He started a book business from his home in 1873; his son William joined forces with G. Clifford Noble in 1917	(Charles M.) Barnes
267	267	2012-01-19	NURSERY RHYMES	$200	Peter, Peter was an eater of this; he kept his wife in its shell	pumpkin
268	268	2012-01-19	INLETS	$200	This largest Alaskan city lies at the head of cook inlet on the Kenai peninsula	Anchorage
269	269	2012-01-19	"THE EVOLUTION OF ""M""USIC"	$200	"This '60s ""Nights in White Satin"" band has another color in its name"	Moody Blues
270	270	2012-01-19	FOREIGN	$200	In Portuguese, domingo is this day of the week	Sunday
271	271	2012-01-19	A SHAKESPEARE PLAY, FOR OPENERS	$400	"""Othello"" opens with Roderigo addressing this villain: ""Tush, never tell me; I take it much unkindly"""	Iago
272	272	2012-01-19	THAT'S BUSINESS	$400	In 1997 Tyco International moved to this U.K. territory in the Atlantic for tax purposes	Bermuda
273	273	2012-01-19	NURSERY RHYMES	$400	"""I had a little hobby-horse and it was dapple gray; its head was made of pea-straw, its tail was made of"" this"	hay
274	274	2012-01-19	INLETS	$400	Big ships must pass through Admiralty Inlet to enter or leave this Washington State sound	Puget Sound
275	275	2012-01-19	"THE EVOLUTION OF ""M""USIC"	$400	"1974's ""Mandy"" was his first Top 40 hit--& it reached No.1"	Barry Manilow
276	276	2012-01-19	FOREIGN	$400	In French, l'oiseau is this; it sports les plumes	a bird
277	277	2012-01-19	A SHAKESPEARE PLAY, FOR OPENERS	$600	"The chorus of ""Romeo & Juliet"" tells us it's in this city ""where we lay our scene"""	Verona
278	278	2012-01-19	THAT'S BUSINESS	$600	An Italian clothier is known as the United Colors of this	Benetton
279	279	2012-01-19	NURSERY RHYMES	$600	"In a counting nursery rhyme, they were ""a-courting"", ""in the kitchen"" & ""a-waiting"""	maids
280	280	2012-01-19	INLETS	$1,000	Faxa Bay in the North Atlantic is between this country's Snaefells & Reykjanes peninsulas	Iceland
281	281	2012-01-19	"THE EVOLUTION OF ""M""USIC"	$600	"This singer of ""Jack & Diane"" had to fight to record under his own name"	John Mellencamp
282	282	2012-01-19	FOREIGN	$600	If Popeye spoke Hebrew he'd ask for tered, this	spinach
283	283	2012-01-19	A SHAKESPEARE PLAY, FOR OPENERS	$800	"Completes the opening sentence ""Now is the winter of our discontent made glorious summer by this sun of..."""	York
284	284	2012-01-19	THAT'S BUSINESS	$800	In 1851 this company started using a logo with a man in the moon & 13 stars; now it uses its initials	Proctor & Gamble
285	285	2012-01-19	NURSERY RHYMES	$800	"While ""January brings the snow"", ""may brings flocks of pretty"" these, ""skipping by their fleecy dams"""	lambs
286	286	2012-01-19	INLETS	$800	"This Chilean city whose name means ""valley of paradise"" lies on a wide inlet of the Pacific"	Valparaiso
287	287	2012-01-19	"THE EVOLUTION OF ""M""USIC"	$800	"In the '90s it was ""Enter Sandman"" with this group"	Metallica
288	288	2012-01-19	FOREIGN	$800	Tredici is Italian for this symbol of bad luck	thirteen
289	289	2012-01-19	A SHAKESPEARE PLAY, FOR OPENERS	$1000	"This play opens most dramatically with thunder & lightning. A ship is seen. Then a cry of ""bos'n!"""	The Tempest
290	290	2012-01-19	THAT'S BUSINESS	$1000	In 1927 this brand name first appeared on a Sears washing machine	Kenmore
291	291	2012-01-19	NURSERY RHYMES	$1000	"""Here we go round"" this bush ""on a cold and frosty morning"""	the mulberry bush
292	292	2012-01-19	INLETS	$1000	North Carolina's Albemarle Sound is no deeper than 25 feet & is protected from the Atlantic by this island chain	the Outer Banks
293	293	2012-01-19	"THE EVOLUTION OF ""M""USIC"	$1000	"In the 2000s ""Makes Me Wonder"" got this group noticed"	Maroon 5
294	294	2012-01-19	FOREIGN	$1000	In German, berg is this topographical feature on a map	a mountain
295	295	2012-01-19	AMERICAN HISTORY	$400	In December 1974 this former New York governor was sworn in as Vice President	Rockefeller
296	296	2012-01-19	WHAT'S YOUR BEEF?	$400	If you can't stand the heat, there's always this raw dish that includes onions, capers, egg yolks & beef tenderloin	steak tartare
297	297	2012-01-19	WEAPONS OF WORLD WAR II	$400	The British A22 Mark IV tank carried a 75-millimeter gun & this prime minister's name	Churchill
298	298	2012-01-19	THE LIVING PLANET	$400	Able to lift 850 times its own weight, the strongest animal is the rhinoceros type of this insect	beetle
299	299	2012-01-19	ACTING PRESIDENTS ON TV	$400	Blair Underwood as President Elias Martinez	The Event
300	300	2012-01-19	4 N	$400	"Number of ""beers on the wall"" at the beginning of the song"	ninety-nine
301	301	2012-01-19	AMERICAN HISTORY	$800	"In 1951 he told a joint session of congress that he ""tried to do his duty as god gave him the light to see that duty"""	(Douglas) McArthur
302	302	2012-01-19	WHAT'S YOUR BEEF?	$800	A New England boiled dinner is traditionally made with this cured deli meat	corned beef
303	303	2012-01-19	WEAPONS OF WORLD WAR II	$800	"Ships in the U.S. Navy's Casablanca class of ""escort"" these were smaller than their big cousins like the Lexington"	aircraft carriers
304	304	2012-01-19	ACTING PRESIDENTS ON TV	$800	Dennis Haysbert & D.B. Woodside as David & Wayne Palmer, respectively	24
305	305	2012-01-19	4 N	$800	"""U"" know it means not deliberate; I'm sorry, that slip of the tongue was completely this"	unintentional
306	306	2012-01-19	AMERICAN HISTORY	$1,800	This political party founded around 1789 stood for a strong central government	the Federalists
307	307	2012-01-19	WHAT'S YOUR BEEF?	$1200	A New York steak is also known as this alliterative steak	strip steak
308	308	2012-01-19	WEAPONS OF WORLD WAR II	$1200	"Today, this Japanese car company makes the galant; in WWII, it was better known for its A6M ""Zero"" fighter"	Mitsubishi
309	309	2012-01-19	THE LIVING PLANET	$1200	Relative to the size of the bird, this flightless New Zealand denizen has the largest egg	the kiwi
310	310	2012-01-19	ACTING PRESIDENTS ON TV	$1200	Fred Armisen as Barack Obama	Saturday Night Live
311	311	2012-01-19	4 N	$2,400	It's the church festival on March 25 commemorating what Gabriel told Mary	the annunciation
312	312	2012-01-19	AMERICAN HISTORY	$1600	His foes said that in 1877 he agreed to withdraw remaining federal troops from the south in return for electoral support	(Rutherford B.) Hayes
313	313	2012-01-19	WHAT'S YOUR BEEF?	$1600	"The second word in the French name of this boneless steak means ""dainty"""	filet mignon
314	314	2012-01-19	WEAPONS OF WORLD WAR II	$1600	It was the alphanumeric designation of the U.S. Army's Garand rifle	the M1
315	315	2012-01-19	THE LIVING PLANET	$1600	"(<a href=""http://www.j-archive.com/media/2012-01-19_DJ_27.jpg"" target=""_blank"">Sarah of the Clue Crew shows a bunch of jar-preserved specimens.</a>)  Butterflies, centipedes, scorpions, spiders, crabs, lobsters--these & millions of other creepy crawlers belong to this phylum that makes up more than 80% of all animal species, from the Greek for ""joint foot"""	arthropod
316	316	2012-01-19	ACTING PRESIDENTS ON TV	$1600	On Fox, Patricia Wettig as Caroline Reynolds	Prison Break
317	317	2012-01-19	4 N	$1600	Adjective preceding the railroad completed in 1869	transcontinental
318	318	2012-01-19	AMERICAN HISTORY	$2000	In 1917 the U.S. purchased the islands of St. Croix, St. John & St. Thomas from this country for $25 million	Denmark
319	319	2012-01-19	WHAT'S YOUR BEEF?	$2000	To make this dish, beef is topped with pate de foie gras & a mushroom paste before it's wrapped in pastry & cooked	beef Wellington
320	320	2012-01-19	WEAPONS OF WORLD WAR II	$2000	"""Hefty"" nickname of the second & last atomic bomb used during the war"	Fat Man
321	321	2012-01-19	THE LIVING PLANET	$2000	"The April 2009 issue of Science magazine reported that cows were the first livestock animal to have this ""mapped"""	their genome
322	322	2012-01-19	ACTING PRESIDENTS ON TV	$2000	Mary McDonnell as Laura Roslin	Battlestar Galactica
323	323	2012-01-19	4 N	$2000	"Inopportune or untimely, like the title ""woman"" in a Dominick Dunne novel"	inconvenient
324	324	2012-01-18	HISTORIC DATES	$200	He was shot on Sept. 6, 1901 while shaking hands with a crowd of well-wishers at the Pan-American Exposition	McKinley
325	325	2012-01-18	SPORTS SHORTS	$200	In 2008 he swam 200 meters freestyle in a record 1 minute, 42.96 seconds	Michael Phelps
326	326	2012-01-18	ONE LETTER DIFFERENT	$200	A large sack	a big bag
327	327	2012-01-18	THE LAND	$200	"This country is ""The Land of the Shamrock"""	Ireland
328	328	2012-01-18	OF MILK	$200	In mammals, milk is secreted by these glands	mammary glands
329	329	2012-01-18	& HONEY	$200	& Honey, could you pick up some of the Huggies brand of these on the way home?	diapers
330	330	2012-01-18	HISTORIC DATES	$400	On May 17, 1954 the Supreme Court ruled on this case, unanimously outlawing public school segregation	Brown vs. the Board of Education
331	331	2012-01-18	SPORTS SHORTS	$400	This manager went out on top when he called it quits Oct. 31, 2011	La Russa
332	332	2012-01-18	ONE LETTER DIFFERENT	$400	Excellent eats	good food
333	333	2012-01-18	THE LAND	$400	Victoria Land, one of its regions, lies north of the Ross Ice Shelf	Antarctica
334	334	2012-01-18	OF MILK	$400	Many countries have laws requiring that milk undergo this process that guards against pathogens	pasteurization
335	335	2012-01-18	& HONEY	$400	"& Honey, if you get a chance, could you wash my favorite <a href=""http://www.j-archive.com/media/2012-01-18_J_12.jpg"" target=""_blank"">pants</a>?  You know, the ones named for that 19th century woman"	bloomers
336	336	2012-01-18	HISTORIC DATES	$600	The Egyptian government opened his mummy case on March 6, 1924	Tutankhamun
337	337	2012-01-18	SPORTS SHORTS	$600	In 2011 this QB was a first-round draft pick by Carolina	(Cam) Newton
338	338	2012-01-18	ONE LETTER DIFFERENT	$600	Humorous wordplay about a quill	a pen pun (a pun about a pen accepted)
339	339	2012-01-18	THE LAND	$600	Look east! Japan has long been known by this dawning nickname	the Land of the Rising Sun
340	340	2012-01-18	OF MILK	$600	This sugar makes up almost all the carbohydrates in milk	lactose
341	341	2012-01-18	& HONEY	$600	& Honey, it's May--we gotta call your mom in London for Mother's Day; don't forget it's this many hours ahead of N.Y. time	five
342	342	2012-01-18	HISTORIC DATES	$800	He dissolved England's Rump Parliament on April 20, 1653	Cromwell
343	343	2012-01-18	SPORTS SHORTS	$800	He split 2 1980 title fights with Roberto Duran	Sugar Ray Leonard
344	344	2012-01-18	ONE LETTER DIFFERENT	$800	A hole in the ground for your baked pastry	a pie pit
345	345	2012-01-18	THE LAND	$800	After killing Abel, Cain was banished to the sleepy-sounding land of this place, east of Eden	Nod
346	346	2012-01-18	OF MILK	$800	Canned milk that has 60% of the water removed is known by this 10-letter term	evaporated
347	347	2012-01-18	& HONEY	$800	& Honey, could you take the minivan to the mechanic? It's still making noise here, also called the gearbox	the transmission
348	348	2012-01-18	HISTORIC DATES	$1000	The accident of April 25-26, 1986 at this facility was caused by a poorly designed experiment at its reactor unit 4	Chernobyl
349	349	2012-01-18	SPORTS SHORTS	$1000	Since 2009 the Mercury, Storm & Lynx have been championship teams in this league	the WNBA
350	350	2012-01-18	ONE LETTER DIFFERENT	$1000	A speechless minute arachnid	a mute mite
351	351	2012-01-18	THE LAND	$1000	"The name of this state is from Choctaw & means it's the land of the ""red people"""	Oklahoma
352	352	2012-01-18	OF MILK	$2,200	Mongolians cool off with airag, a slightly fermented version of this alliterative liquid	mare's milk
353	353	2012-01-18	& HONEY	$1000	"& Honey, while you're up, can you grab my copy of ""Caligula"" by this French-Algerian author? He's so existential"	(Albert) Camus
354	354	2012-01-18	ANY FIRST WORDS?	$400	"Meaning ""first"", it can precede color, election or health care"	primary
355	355	2012-01-18	SYMBOLOGY	$400	"<a href=""http://www.j-archive.com/media/2012-01-18_DJ_18.jpg"" target=""_blank"">On a map</a>"	a capital
356	356	2012-01-18	POP CULTURE	$400	"He's the transatlantic TV, film & stand-up comic seen <a href=""http://www.j-archive.com/media/2012-01-18_DJ_12.jpg"" target=""_blank"">here</a>"	Ricky Gervais
357	357	2012-01-18	"MISCELLAN""IUM"""	$400	Not just women but men over 50 also need at least 1,200 mg of this bone-building element daily	calcium
358	358	2012-01-18	OLD VIRGINIA	$400	He was cornered & fatally wounded by federal troops on a farm near Port Royal, Virginia on April 26, 1865	John Wilkes Booth
359	359	2012-01-18	BARTLETT'S PAIRS	$400	Ernest L. Thayer is represented by a pair of quotations, both from this baseball poem	"""Casey at the Bat"""
360	360	2012-01-18	ANY FIRST WORDS?	$800	Aussies are familiar with this term for native inhabitants that once referred to pre-Roman Italians	aborigines
361	361	2012-01-18	SYMBOLOGY	$800	"In math, <a href=""http://www.j-archive.com/media/2012-01-18_DJ_19.jpg"" target=""_blank"">this</a> set"	the null set (or empty set)
362	362	2012-01-18	POP CULTURE	$800	Snow White & Prince Charming are characters on this TV show set in the town of Storybrooke	Once Upon a Time
363	363	2012-01-18	"MISCELLAN""IUM"""	$800	For many centuries this drug derived from a poppy was the main painkiller used in medicine	opium
364	364	2012-01-18	OLD VIRGINIA	$800	President Jefferson sent this fellow Virginian, later our 5th president, to negotiate the Louisiana Purchase	(James) Monroe
365	365	2012-01-18	BARTLETT'S PAIRS	$800	"Fred Allen gets 2 zingers, including ""California's a wonderful place to live--if you happen to be"" this fruit"	orange
366	366	2012-01-18	ANY FIRST WORDS?	$1200	"An adjective meaning ""first"", or a letter like ""F"" in F. Murray Abraham"	an initial
367	367	2012-01-18	SYMBOLOGY	$1200	"<a href=""http://www.j-archive.com/media/2012-01-18_DJ_20.jpg"" target=""_blank"">In a weather report</a> (keep your response P.C.)"	partly cloudy
368	368	2012-01-18	POP CULTURE	$1200	"This man who died in 1918 was Snoopy's cursed nemesis in ""Peanuts"""	the Red Baron
369	369	2012-01-18	"MISCELLAN""IUM"""	$1200	Once the open main court of a Roman house, it's now a skylit central court in an office building or hotel	atrium
370	370	2012-01-18	OLD VIRGINIA	$3,400	In 1699 the capital of Virginia was moved from Jamestown to this city	Williamsburg
371	371	2012-01-18	BARTLETT'S PAIRS	$1200	Kenneth Grahame's 2 quotes both come from this children's book	The Wind in the Willows
372	372	2012-01-18	ANY FIRST WORDS?	$1600	"Something that's leading in every respect is ""first &"" this superlative adjective"	foremost
373	373	2012-01-18	SYMBOLOGY	$1600	"<a href=""http://www.j-archive.com/media/2012-01-18_DJ_21.jpg"" target=""_blank"">In astrology</a>"	Venus
374	374	2012-01-18	POP CULTURE	$1600	"In a 2011 movie comedy, the 3 title ""horrible"" these were summarized as psycho, maneater & tool"	bosses
375	375	2012-01-18	"MISCELLAN""IUM"""	$1600	The Latin name for ancient Troy, it's also a broad flat hipbone	Ilium
376	376	2012-01-18	OLD VIRGINIA	$1600	"In 1763 this gifted orator & lawyer presented the ""Parson's Cause"", an early test case of royal authority"	Patrick Henry
377	377	2012-01-18	BARTLETT'S PAIRS	$1600	"The 2 quotes by Charles Evans Hughes, the USA's 11th this, include ""The Constitution is what the judges say it is"""	Chief Justice
378	378	2012-01-18	ANY FIRST WORDS?	$2000	Jung was fond of this word, an original pattern from which all similar things are based	an archetype
379	379	2012-01-18	SYMBOLOGY	$2000	"<a href=""http://www.j-archive.com/media/2012-01-18_DJ_22.jpg"" target=""_blank"">In particle physics</a>"	an alpha particle
380	380	2012-01-18	POP CULTURE	$3,000	"This late country singer called his autobiography ""Thirty Years of Sausage, Fifty Years of Ham"""	Jimmy Dean
381	381	2012-01-18	"MISCELLAN""IUM"""	$2000	It's the muscle tissue that forms the middle layer of the heart's walls	myocardium
382	382	2012-01-18	OLD VIRGINIA	$2000	In 1716 Virginia's governor claimed possession of this scenic valley for England	the Shenandoah Valley
383	383	2012-01-18	BARTLETT'S PAIRS	$2000	"The first of this French playwright's 2 quotes begins, ""A great nose indicates a great man"""	Edmond Rostand
384	384	2012-01-17	AVIATION FIRSTS	$200	In 1909 Louis Bleriot became the first person to fly a plane across this body of water between the U.K. & France	the English Channel
385	385	2012-01-17	STATE SONGS	$200	"""They say home is where the heart is, these green mountains are my home"""	Vermont
386	386	2012-01-17	"YOU MIGHT ""B"" HUNGRY"	$200	Einstein Bros & Noah's are chains that specialize in these round breakfast items--do you want some shmear?	bagels
387	387	2012-01-17	MUHAMMAD ALI AT 70	$200	Future heavyweight Muhammad Ali was born in Louisville Jan, 17, 1942 & named this	Cassius (Marcellus) Clay
388	388	2012-01-17	ORDINALLY SPEAKING	$200	This avenue is the historic main street of Manhattan's garment district	7th Avenue
389	389	2012-01-17	NORMAN INVASION	$200	"He produced the TV shows ""All in the Family"", ""Maude"" & ""The Jeffersons"", among others"	Norman Lear
390	390	2012-01-17	AVIATION FIRSTS	$400	Beginning in the 1910s, DELAG, the world's first airline, offered service in Germany aboard this type of airship	a Zeppelin
391	391	2012-01-17	STATE SONGS	$400	"""Grand old badger state!"""	Wisconsin
392	392	2012-01-17	"YOU MIGHT ""B"" HUNGRY"	$400	In 1923 a California horticulturist created this by crossing a loganberry, a raspberry & a blackberry	a boysenberry
393	393	2012-01-17	MUHAMMAD ALI AT 70	$400	Ali won a light heavyweight boxing gold medal at the 1960 Summer Olympics in this European capital	Rome
394	394	2012-01-17	ORDINALLY SPEAKING	$400	It's the imaginary barrier separating the audience from the performers on stage during a play	the fourth wall
395	395	2012-01-17	NORMAN INVASION	$400	Named for a Santa Fe railway surveyor, the city of Norman is home to the university of this state	Oklahoma
396	396	2012-01-17	STATE SONGS	$600	"""She has her Black Hills, and mines with gold so rare, and with her scenery, no other state can compare"""	South Dakota
397	397	2012-01-17	"YOU MIGHT ""B"" HUNGRY"	$600	The color of this large cherry ranges from a deep garnet to almost black	Bing cherry
398	398	2012-01-17	MUHAMMAD ALI AT 70	$600	Ali first took the heavyweight title with a 1964 upset win over this man	Sonny Liston
399	399	2012-01-17	ORDINALLY SPEAKING	$600	This term for an eerie power of perception is so called because it goes beyond sight, hearing & their 3 pals	a sixth sense
400	400	2012-01-17	NORMAN INVASION	$600	"<a href=""http://www.j-archive.com/media/2012-01-17_J_14.jpg"" target=""_blank"">He</a> commanded the ground forces in the 1983 invasion of Grenada, and later commanded respect as a Jeopardy! champ"	(Norman) Schwarzkopf
401	401	2012-01-17	STATE SONGS	$800	"""On the record of thy years, Abraham Lincoln's name appears, Grant and Logan, and our tears"""	Illinois
